o1,o2,>,=,<,scene,freq,typical
door-muntin,arm-inside arm,168,0,0,living_room,168,>
door-muntin,bookcase-shelf,41,18,58,living_room,117,">,<"
door-muntin,books,30,25,75,kitchen,130,<
door-muntin,bowl,92,12,28,kitchen,132,>
door-muntin,cabinet,409,406,300,kitchen,1115,">,=,<"
door-muntin,cabinet-door,349,572,502,kitchen,1423,">,=,<"
door-muntin,cabinet-drawer,494,13,0,kitchen,507,>
door-muntin,chair,182,12,16,kitchen,210,>
door-muntin,chandelier-shade,0,0,115,living_room,115,<
door-muntin,cushion,220,0,0,living_room,220,>
door-muntin,door-handle,201,27,37,kitchen,265,>
door-muntin,door-hinge,116,31,117,kitchen,264,">,<"
door-muntin,door-knob,933,43,112,kitchen,1088,>
door-muntin,drawer-handle,260,0,0,kitchen,260,>
door-muntin,drawer-knob,517,12,0,kitchen,529,>
door-muntin,plant,41,18,46,kitchen,105,">,<"
door-muntin,plate,90,13,40,kitchen,143,">,<"
door-muntin,shelves-shelf,40,29,90,kitchen,159,">,<"
door-muntin,side table,103,0,0,living_room,103,>
door-muntin,sofa-arm,101,0,0,living_room,101,>
door-muntin,sofa-back pillow,97,12,0,living_room,109,>
door-muntin,sofa-seat cushion,114,0,0,living_room,114,>
door-muntin,tray,94,0,10,kitchen,104,>
door-muntin,window,27,108,35,kitchen,170,=
door-muntin,window-muntin,27,35,61,living_room,123,">,=,<"
door-muntin,window-pane,74,13,153,kitchen,240,">,<"
door-pane,arm-inside arm,411,18,13,living_room,442,>
door-pane,arm-outside arm,209,0,0,living_room,209,>
door-pane,armchair-back pillow,137,17,0,living_room,154,>
door-pane,basket,92,0,96,kitchen,188,">,<"
door-pane,bookcase-shelf,109,29,144,living_room,282,">,<"
door-pane,books,71,13,183,kitchen,267,<
door-pane,bottle,203,19,0,kitchen,222,>
door-pane,bowl,215,16,52,kitchen,283,>
door-pane,cabinet-door,1097,1555,1222,kitchen,3874,">,=,<"
door-pane,cabinet-skirt,116,0,0,kitchen,116,>
door-pane,cabinet-top,0,46,559,kitchen,605,<
door-pane,cabinets-door,37,59,35,kitchen,131,">,=,<"
door-pane,chandelier-light source,0,0,195,living_room,195,<
door-pane,chandelier-shade,13,13,224,kitchen,250,<
door-pane,coffee table-top,137,0,0,living_room,137,>
door-pane,door-hinge,236,73,223,kitchen,532,">,<"
door-pane,extractor hood,53,81,40,kitchen,174,">,=,<"
door-pane,figurine,79,24,113,kitchen,216,">,<"
door-pane,fireplace,53,81,0,living_room,134,">,="
door-pane,outlet,315,0,0,kitchen,315,>
door-pane,plate,223,31,84,kitchen,338,>
door-pane,pot,200,11,40,kitchen,251,>
door-pane,refrigerator,70,85,24,kitchen,179,">,="
door-pane,refrigerator-door,116,81,32,kitchen,229,">,="
door-pane,sash-pane,47,56,37,kitchen,140,">,=,<"
door-pane,shelves-door,76,26,22,living_room,124,>
door-pane,shelves-shelf,84,43,21,kitchen,148,">,="
door-pane,sofa-arm,313,15,0,living_room,328,>
door-pane,sofa-back pillow,291,50,22,living_room,363,>
door-pane,sofa-seat base,108,0,0,living_room,108,>
door-pane,sofa-seat cushion,332,18,0,living_room,350,>
door-pane,stove,163,0,0,kitchen,163,>
door-pane,television,64,35,28,kitchen,127,">,=,<"
door-pane,tray,153,30,18,kitchen,201,>
door-pane,window-muntin,67,68,142,living_room,277,">,=,<"
door-pane,work surface,462,0,27,kitchen,489,>
door-window,cabinet-door,92,142,560,kitchen,794,<
door-window,wall,26,63,289,kitchen,378,<
double door,armchair,79,53,0,living_room,132,">,="
double door,armchair-arm,105,0,0,living_room,105,>
double door,cabinet,54,54,20,kitchen,128,">,="
double door,cabinet-door,42,55,43,kitchen,140,">,=,<"
double door,vase,63,59,0,living_room,122,">,="
double door,window-pane,0,73,37,living_room,110,"=,<"
double door-door,sofa-back pillow,78,23,0,living_room,101,>
double door-door,sofa-seat cushion,113,0,0,living_room,113,>
double door-door,window-pane,0,116,54,living_room,170,"=,<"
drawer,cabinet,0,29,178,kitchen,207,<
drawer-handle,door-muntin,0,0,260,kitchen,260,<
drawer-knob,bowl,49,0,305,kitchen,354,<
drawer-knob,door-muntin,0,12,517,kitchen,529,<
drawer-knob,sofa-back pillow,29,19,57,living_room,105,">,<"
extractor hood,cabinet,688,513,285,kitchen,1486,">,="
extractor hood,ceiling,0,51,197,kitchen,248,<
extractor hood,ceiling recessed light,23,146,385,kitchen,554,<
extractor hood,ceiling recessed light-light source,19,83,231,kitchen,333,<
extractor hood,chair,206,0,0,kitchen,206,>
extractor hood,door-pane,40,81,53,kitchen,174,">,=,<"
extractor hood,picture,62,42,0,kitchen,104,">,="
extractor hood,plant,92,27,18,kitchen,137,>
extractor hood,wall,186,601,120,kitchen,907,=
extractor hood,window,53,150,23,kitchen,226,=
face-hand,cabinet-door,140,81,39,kitchen,260,">,="
faucet,cabinet,63,22,26,bathroom,111,>
faucet,chair,88,28,14,kitchen,130,>
faucet,wall,18,118,237,bathroom,373,"=,<"
figurine,armchair,158,62,26,living_room,246,>
figurine,cabinet-door,95,27,112,kitchen,234,">,<"
figurine,candle holder,56,36,87,living_room,179,">,=,<"
figurine,carpet,162,12,0,living_room,174,>
figurine,chair,45,59,10,kitchen,114,">,="
figurine,coffee table,145,34,0,living_room,179,>
figurine,door-pane,113,24,79,kitchen,216,">,<"
figurine,fireplace,91,51,24,living_room,166,">,="
figurine,plate,43,15,44,kitchen,102,">,<"
figurine,pot,29,11,67,kitchen,107,">,<"
figurine,shelves,19,72,47,living_room,138,"=,<"
figurine,sofa,129,58,37,living_room,224,">,="
figurine,sofa-back pillow,66,22,22,living_room,110,">,=,<"
figurine,sofa-seat cushion,88,25,0,living_room,113,>
figurine,television,71,23,27,living_room,121,>
fireplace,arm-inside arm,108,72,0,living_room,180,">,="
fireplace,arm-outside arm,85,22,0,living_room,107,>
fireplace,armchair-arm,158,102,0,living_room,260,">,="
fireplace,armchair-leg,149,12,0,living_room,161,>
fireplace,armchair-seat cushion,90,20,0,living_room,110,>
fireplace,books,79,105,114,living_room,298,">,=,<"
fireplace,cabinet-door,25,60,22,kitchen,107,">,=,<"
fireplace,candle holder,44,71,154,living_room,269,"=,<"
fireplace,carpet,153,12,0,living_room,165,>
fireplace,chair,65,235,12,living_room,312,=
fireplace,chandelier-light source,0,0,105,living_room,105,<
fireplace,coffee table,196,25,0,living_room,221,>
fireplace,door,0,158,43,living_room,201,=
fireplace,door-pane,0,81,53,living_room,134,"=,<"
fireplace,figurine,24,51,91,living_room,166,"=,<"
fireplace,floor lamp,0,89,18,living_room,107,=
fireplace,flowerpot,79,53,40,living_room,172,">,=,<"
fireplace,flowers,20,82,68,living_room,170,"=,<"
fireplace,plant,67,180,152,living_room,399,"=,<"
fireplace,shelves,0,87,24,living_room,111,=
fireplace,shelves-shelf,0,61,76,living_room,137,"=,<"
fireplace,side table,162,91,0,living_room,253,">,="
fireplace,sofa,60,159,0,living_room,219,=
fireplace,sofa-arm,129,89,0,living_room,218,">,="
fireplace,sofa-back pillow,85,190,0,living_room,275,">,="
fireplace,sofa-seat cushion,240,47,0,living_room,287,>
fireplace,table lamp-base,56,56,0,living_room,112,">,="
fireplace,television,0,65,42,living_room,107,"=,<"
fireplace,vase,81,103,177,living_room,361,">,=,<"
fireplace,window-pane,0,86,150,living_room,236,"=,<"
floor,arm-arm panel,0,97,63,living_room,160,"=,<"
floor,armchair-back pillow,0,53,96,living_room,149,"=,<"
floor,cabinet-top,0,0,200,kitchen,200,<
floor,microwave,0,0,269,kitchen,269,<
floor,oven,0,21,200,kitchen,221,<
floor,pendant lamp-canopy,0,0,104,kitchen,104,<
floor,refrigerator,0,27,256,kitchen,283,<
floor,speaker,0,39,103,living_room,142,<
floor,work surface,0,43,682,kitchen,725,<
floor lamp,arm-inside arm,117,16,0,living_room,133,>
floor lamp,books,81,42,75,living_room,198,">,=,<"
floor lamp,candle holder,56,33,52,living_room,141,">,=,<"
floor lamp,carpet,109,0,0,living_room,109,>
floor lamp,fireplace,18,89,0,living_room,107,=
floor lamp,sofa,187,48,0,living_room,235,>
floor lamp,sofa-arm,164,17,0,living_room,181,>
floor lamp,sofa-back pillow,211,53,0,living_room,264,>
floor lamp,sofa-seat cushion,230,0,0,living_room,230,>
floor lamp-arm,cushion,134,0,0,living_room,134,>
floor lamp-column,armchair,92,66,0,living_room,158,">,="
floor lamp-column,armchair-arm,100,0,0,living_room,100,>
floor lamp-column,books,37,11,55,living_room,103,">,<"
floor lamp-column,chair,77,47,0,living_room,124,">,="
floor lamp-column,plant,23,41,54,living_room,118,"=,<"
floor lamp-column,side table,106,13,0,living_room,119,>
floor lamp-column,sofa,92,41,0,living_room,133,">,="
floor lamp-column,sofa-arm,89,11,0,living_room,100,>
floor lamp-column,sofa-back pillow,95,46,0,living_room,141,">,="
floor lamp-column,sofa-seat cushion,123,0,0,living_room,123,>
floor lamp-column,vase,46,19,41,living_room,106,">,<"
floor lamp-highlight,curtain,22,80,82,living_room,184,"=,<"
floor lamp-highlight,sofa,91,20,0,living_room,111,>
floor lamp-highlight,sofa-arm,120,0,0,living_room,120,>
floor lamp-highlight,sofa-back pillow,152,22,12,living_room,186,>
floor lamp-highlight,sofa-seat cushion,163,0,0,living_room,163,>
floor lamp-highlight,vase,85,16,18,living_room,119,>
floor lamp-highlight,window,18,96,66,living_room,180,"=,<"
floor lamp-light source,sofa-back pillow,128,0,0,living_room,128,>
floor lamp-light source,sofa-seat cushion,115,0,0,living_room,115,>
floor lamp-shade,arm-inside arm,106,0,0,living_room,106,>
floor lamp-shade,books,75,22,77,living_room,174,">,<"
floor lamp-shade,candle holder,76,10,51,living_room,137,">,<"
floor lamp-shade,carpet,109,0,0,living_room,109,>
floor lamp-shade,coffee table,139,0,0,living_room,139,>
floor lamp-shade,door,0,93,10,living_room,103,=
floor lamp-shade,plant,81,44,43,living_room,168,">,=,<"
floor lamp-shade,side table,165,0,0,living_room,165,>
floor lamp-shade,sofa,211,0,0,living_room,211,>
floor lamp-shade,sofa-arm,159,0,0,living_room,159,>
floor lamp-shade,sofa-back pillow,229,0,0,living_room,229,>
floor lamp-shade,sofa-seat cushion,226,0,0,living_room,226,>
floor lamp-shade,vase,106,18,40,living_room,164,>
flowerpot,arm-inside arm,111,64,64,living_room,239,">,=,<"
flowerpot,arm-outside arm,88,38,11,living_room,137,">,="
flowerpot,armchair,105,129,69,living_room,303,">,=,<"
flowerpot,basket,32,13,67,kitchen,112,">,<"
flowerpot,bottle,35,58,76,kitchen,169,">,=,<"
flowerpot,cabinet-door,18,26,338,bathroom,382,<
flowerpot,candle holder,63,50,140,living_room,253,">,<"
flowerpot,carpet,99,21,0,living_room,120,>
flowerpot,coffee table,116,68,0,living_room,184,">,="
flowerpot,coffee table-leg,118,24,0,living_room,142,>
flowerpot,door-knob,146,10,202,kitchen,358,">,<"
flowerpot,fireplace,40,53,79,living_room,172,">,=,<"
flowerpot,pot,54,39,29,kitchen,122,">,=,<"
flowerpot,shelves-shelf,39,0,75,living_room,114,">,<"
flowerpot,sofa,55,125,72,living_room,252,">,=,<"
flowerpot,sofa-arm,141,83,87,living_room,311,">,=,<"
flowerpot,sofa-back pillow,105,92,195,living_room,392,">,=,<"
flowerpot,sofa-seat base,81,26,12,living_room,119,>
flowerpot,sofa-seat cushion,233,93,74,living_room,400,>
flowers,arm-outside arm,97,12,0,living_room,109,>
flowers,bowl,89,10,32,kitchen,131,>
flowers,cabinet-door,47,68,350,bathroom,465,<
flowers,coffee table-leg,113,0,0,living_room,113,>
flowers,fireplace,68,82,20,living_room,170,">,="
flowers,shelves,24,46,32,living_room,102,">,=,<"
flowers,shelves-shelf,31,11,108,living_room,150,<
flowers,sofa,176,122,20,living_room,318,">,="
flowers,sofa-arm,190,49,11,living_room,250,>
flowers,sofa-back pillow,188,72,49,living_room,309,>
flowers,sofa-seat cushion,283,28,0,living_room,311,>
flush mount light-shade,cabinet,133,32,0,kitchen,165,>
fruit,bowl,40,19,73,kitchen,132,">,<"
fruit,cabinet-drawer,72,16,52,kitchen,140,">,<"
fruit,ceiling recessed light,0,0,111,kitchen,111,<
fruit,wall,0,15,168,kitchen,183,<
fruits,ceiling recessed light,0,0,146,kitchen,146,<
fruits,ceiling recessed light-light source,0,0,115,kitchen,115,<
fruits,wall,0,17,159,kitchen,176,<
frying pan,wall,28,55,43,kitchen,126,">,=,<"
glass,bowl,91,27,82,kitchen,200,">,<"
glass,cabinet,50,10,410,bathroom,470,<
glass,cabinet-door,38,143,450,bathroom,631,<
glass,plate,103,49,45,kitchen,197,">,=,<"
glass,sash-pane,0,0,166,kitchen,166,<
glass,sofa-back pillow,36,0,66,living_room,102,">,<"
grille,cabinet,75,19,14,kitchen,108,>
jar,cabinet,36,114,11,bathroom,161,=
jar,cabinet-door,21,64,502,bathroom,587,<
jar,chair,117,17,10,kitchen,144,>
kettle,ceiling,0,0,115,kitchen,115,<
kettle,ceiling recessed light,0,0,232,kitchen,232,<
kettle,ceiling recessed light-light source,0,0,155,kitchen,155,<
kettle,chair,62,31,18,kitchen,111,">,="
kettle,wall,0,74,281,kitchen,355,<
kitchen island,cabinet,0,202,302,kitchen,504,"=,<"
kitchen island,ceiling recessed light,0,0,317,kitchen,317,<
kitchen island,ceiling recessed light-light source,0,0,207,kitchen,207,<
kitchen island,chair,20,130,10,kitchen,160,=
kitchen island,wall,0,24,299,kitchen,323,<
knife set,ceiling recessed light,0,0,161,kitchen,161,<
light switch,cabinet,16,23,250,bathroom,289,<
light switch,cabinet-door,24,0,216,bathroom,240,<
light switch,outlet,63,66,24,kitchen,153,">,="
light troffer,cabinet-door,121,11,0,kitchen,132,>
light troffer-diffusor,cabinet,142,31,0,kitchen,173,>
lower sash-pane,chair-leg,145,0,0,kitchen,145,>
microwave,cabinet,735,331,737,kitchen,1803,">,<"
microwave,ceiling,0,0,296,kitchen,296,<
microwave,ceiling recessed light,0,0,460,kitchen,460,<
microwave,ceiling recessed light-light source,0,0,251,kitchen,251,<
microwave,chair,184,0,0,kitchen,184,>
microwave,door,0,95,21,kitchen,116,=
microwave,floor,269,0,0,kitchen,269,>
microwave,pendant lamp,0,0,130,kitchen,130,<
microwave,pendant lamp-shade,0,22,104,kitchen,126,<
microwave,wall,122,486,445,kitchen,1053,"=,<"
mirror,arm-inside arm,105,0,0,living_room,105,>
mirror,sofa-arm,158,0,0,living_room,158,>
mirror,sofa-back pillow,172,0,0,living_room,172,>
mirror,sofa-seat cushion,206,0,0,living_room,206,>
ottoman,arm-inside arm,12,61,66,living_room,139,"=,<"
ottoman,chair,0,37,99,living_room,136,<
ottoman,side table,14,76,96,living_room,186,"=,<"
ottoman,sofa,0,76,85,living_room,161,"=,<"
ottoman,sofa-arm,12,54,50,living_room,116,"=,<"
ottoman,sofa-back pillow,0,24,109,living_room,133,<
ottoman,sofa-seat cushion,18,88,42,living_room,148,"=,<"
outlet,bottle,25,120,14,bathroom,159,=
outlet,bowl,124,20,74,kitchen,218,">,<"
outlet,ceiling recessed light-highlight,0,0,122,kitchen,122,<
outlet,door-pane,0,0,315,kitchen,315,<
outlet,light switch,24,66,63,kitchen,153,"=,<"
outlet,pendant lamp,0,0,312,kitchen,312,<
outlet,pendant lamp-canopy,0,0,104,kitchen,104,<
outlet,pendant lamp-light source,0,0,161,kitchen,161,<
outlet,pendant lamp-shade,0,0,314,kitchen,314,<
outlet,plate,61,0,68,kitchen,129,">,<"
outlet,pot,10,62,45,bathroom,117,"=,<"
outlet,side table,42,43,44,living_room,129,">,=,<"
oven,cabinet,269,485,752,kitchen,1506,"=,<"
oven,cabinet-door,178,198,694,kitchen,1070,<
oven,ceiling,0,0,261,kitchen,261,<
oven,ceiling recessed light,0,0,630,kitchen,630,<
oven,ceiling recessed light-aperture,0,0,102,kitchen,102,<
oven,ceiling recessed light-light source,0,0,410,kitchen,410,<
oven,chair,122,91,27,kitchen,240,">,="
oven,door-handle,111,209,344,kitchen,664,"=,<"
oven,floor,200,21,0,kitchen,221,>
oven,pendant lamp-shade,0,0,148,kitchen,148,<
oven,picture,11,21,76,kitchen,108,<
oven,wall,34,297,643,kitchen,974,"=,<"
pendant lamp,bottle,157,13,0,kitchen,170,>
pendant lamp,bowl,137,22,0,kitchen,159,>
pendant lamp,cabinet-door,824,506,26,kitchen,1356,">,="
pendant lamp,microwave,130,0,0,kitchen,130,>
pendant lamp,outlet,312,0,0,kitchen,312,>
pendant lamp,pendant lamp-canopy,11,211,68,kitchen,290,=
pendant lamp,pendant lamp-tube,0,176,10,kitchen,186,=
pendant lamp,pot,193,0,0,kitchen,193,>
pendant lamp,refrigerator,146,25,0,kitchen,171,>
pendant lamp,sofa-seat cushion,119,0,0,living_room,119,>
pendant lamp,work surface,472,0,0,kitchen,472,>
pendant lamp-bulb,cabinet,87,45,12,kitchen,144,">,="
pendant lamp-canopy,cabinet,567,75,0,kitchen,642,>
pendant lamp-canopy,cabinet-door,429,20,10,kitchen,459,>
pendant lamp-canopy,ceiling,22,81,32,kitchen,135,=
pendant lamp-canopy,ceiling recessed light,334,31,137,kitchen,502,>
pendant lamp-canopy,ceiling recessed light-aperture,109,0,31,kitchen,140,>
pendant lamp-canopy,ceiling recessed light-light source,229,18,105,kitchen,352,">,<"
pendant lamp-canopy,chair,212,0,0,kitchen,212,>
pendant lamp-canopy,door-knob,251,0,0,kitchen,251,>
pendant lamp-canopy,floor,104,0,0,kitchen,104,>
pendant lamp-canopy,outlet,104,0,0,kitchen,104,>
pendant lamp-canopy,pendant lamp,68,211,11,kitchen,290,=
pendant lamp-canopy,pendant lamp-cord,113,53,0,kitchen,166,">,="
pendant lamp-canopy,pendant lamp-light source,159,0,0,kitchen,159,>
pendant lamp-canopy,wall,348,84,11,kitchen,443,>
pendant lamp-canopy,window,137,10,0,kitchen,147,>
pendant lamp-chain,cabinet,131,37,0,kitchen,168,>
pendant lamp-chain,cabinet-door,130,31,0,kitchen,161,>
pendant lamp-chain,ceiling recessed light,60,25,31,kitchen,116,">,=,<"
pendant lamp-chain,wall,80,46,0,kitchen,126,">,="
pendant lamp-cord,cabinet,469,183,0,kitchen,652,>
pendant lamp-cord,chair,184,0,0,kitchen,184,>
pendant lamp-cord,pendant lamp-canopy,0,53,113,kitchen,166,"=,<"
pendant lamp-cord,pot,103,0,0,kitchen,103,>
pendant lamp-cord,window,137,13,0,kitchen,150,>
pendant lamp-light source,cabinet-door,300,190,150,kitchen,640,">,=,<"
pendant lamp-light source,chair,310,0,0,kitchen,310,>
pendant lamp-light source,door,35,66,0,kitchen,101,">,="
pendant lamp-light source,door-knob,260,0,0,kitchen,260,>
pendant lamp-light source,outlet,161,0,0,kitchen,161,>
pendant lamp-light source,pendant lamp-canopy,0,0,159,kitchen,159,<
pendant lamp-light source,sconce-light source,118,0,0,living_room,118,>
pendant lamp-light source,work surface,227,0,0,kitchen,227,>
pendant lamp-shade,bottle,97,0,14,kitchen,111,>
pendant lamp-shade,bowl,88,0,26,kitchen,114,>
pendant lamp-shade,cabinet-door,550,444,271,kitchen,1265,">,=,<"
pendant lamp-shade,ceiling recessed light-highlight,22,13,81,kitchen,116,<
pendant lamp-shade,chair,438,0,0,kitchen,438,>
pendant lamp-shade,microwave,104,22,0,kitchen,126,>
pendant lamp-shade,outlet,314,0,0,kitchen,314,>
pendant lamp-shade,oven,148,0,0,kitchen,148,>
pendant lamp-shade,pendant lamp-tube,0,12,179,kitchen,191,<
pendant lamp-shade,plant,117,13,35,kitchen,165,>
pendant lamp-shade,pot,176,0,0,kitchen,176,>
pendant lamp-shade,refrigerator,100,58,0,kitchen,158,">,="
pendant lamp-shade,side table,126,0,0,living_room,126,>
pendant lamp-shade,sofa-seat cushion,124,0,0,living_room,124,>
pendant lamp-shade,work surface,397,0,0,kitchen,397,>
pendant lamp-tube,pendant lamp,10,176,0,kitchen,186,=
pendant lamp-tube,pendant lamp-shade,179,12,0,kitchen,191,>
pendant lamp-tube,wall,199,154,0,kitchen,353,">,="
picture,arm-arm support,176,0,0,living_room,176,>
