,o1,o2,>,<,typical
4366,spice,meat,12,90,<
4367,marquee,bus,8,103,<
4368,vegetable,flower,206,47,>
4369,door,knife,182,21,>
4370,carrot,rabbit,25,125,<
4371,stripe,tarp,31,98,<
4372,root,carrot,30,71,<
4373,design,orange,159,441,<
4374,bench,handle,571,34,>
4375,spot,ostrich,3,141,<
4376,arm,wood,94,260,<
4377,jacket,pan,83,19,>
4378,wii,hat,136,31,>
4379,bear,duck,225,32,>
4380,cat,cup,1130,150,>
4381,shingle,house,32,95,<
4382,monkey,banana,526,156,>
4383,basket,umbrella,92,662,<
4384,dress,tattoo,135,17,>
4385,bear,opening,155,23,>
4386,type,pepper,106,6,>
4387,cow,container,280,71,>
4388,cone,board,14,107,<
4389,bandana,tree,22,125,<
4390,handle,stripe,115,280,<
4391,tarp,window,343,45,>
4392,plate,skirt,30,72,<
4393,taillight,van,3,104,<
4394,skier,stripe,312,14,>
4395,clock,tennis,1,140,<
4396,blanket,design,416,59,>
4397,tip,tree,80,1185,<
4398,pasture,animal,198,46,>
4399,keyboard,cat nose,102,0,>
4400,toy,pile,22,99,<
4401,bed,sink,190,31,>
4402,baby,cloth,149,47,>
4403,cake,hand,1504,466,>
4404,hat,paddle,45,225,<
4405,cap,stand,35,236,<
4406,number,pair,159,1266,<
4407,key,wood,19,271,<
4408,plant,ring,109,31,>
4409,tower,hand,718,40,>
4410,watch,cup,33,127,<
4411,field,bush,1119,293,>
4412,outlet,blind,12,258,<
4413,sculpture,sign,157,55,>
4414,suit,cow,27,107,<
4415,guy,plate,391,72,>
4416,bowl,juice,202,68,>
4417,cup,lamp,63,398,<
4418,spectator,soccer,7,125,<
4419,onion,napkin,85,264,<
4420,sign,bike,1259,4534,<
4421,window,wrinkle,104,12,>
4422,tennis,band,679,0,>
4423,sail boat,window,173,12,>
4424,belly,horse,52,458,<
4425,television,box,359,90,>
4426,pair,clothing,72,266,<
4427,stem,giraffe,43,108,<
4428,dress,orange,185,78,>
4429,railing,glass,169,54,>
4430,door,guy,137,340,<
4431,bowl,pen,95,9,>
4432,faucet,dish,24,104,<
4433,handle,poster,19,123,<
4434,roof,arm,106,43,>
4435,spot,shrub,27,173,<
4436,dinner,knife,103,0,>
4437,couch,poster,261,30,>
4438,dog,trash can,90,20,>
4439,bar,bed,25,138,<
4440,park,window,166,28,>
4441,pile,number,170,22,>
4442,pant,toilet,70,208,<
4443,mouth,coat,38,359,<
4444,nut,sign,11,164,<
4445,necklace,chain,87,31,>
4446,sticker,house,21,92,<
4447,bead,cat,16,161,<
4448,landscape,shirt,117,16,>
4449,table,case,265,99,>
4450,batter,sock,575,58,>
4451,car,ear,932,90,>
4452,number,patch,49,188,<
4453,jersey,stripe,149,37,>
4454,uniform,hand,510,46,>
4455,ripple,raft,33,108,<
4456,swan,beak,359,22,>
4457,taillight,tire,11,92,<
4458,fencing,hat,152,16,>
4459,rice,pile,57,144,<
4460,hat,gate,47,210,<
4461,tire,canopy,24,87,<
4462,blazer,shirt,382,71,>
4463,train,boxcar,145,41,>
4464,restaurant,cup,135,8,>
4465,necklace,pizza,26,435,<
4466,frame,sofa,37,195,<
4467,dish,stove,58,212,<
4468,bottom,tower,44,145,<
4469,orange,building,549,1386,<
4470,shoe,court,118,1052,<
4471,stone,bike,114,426,<
4472,impala,zebra,10,90,<
4473,number,bird,108,319,<
4474,ring,blouse,2,98,<
4475,candle,base,29,80,<
4476,tie,candle,198,38,>
4477,crosswalk,shirt,471,76,>
4478,soda,couch,1,116,<
4479,car,bus,3235,16043,<
4480,letter,toy,19,250,<
4481,coat,number,245,37,>
4482,gravel,post,188,47,>
4483,cabinet,wheel,150,13,>
4484,curtain,building,151,475,<
4485,tree,wrist,138,3,>
4486,elephant,bag,568,45,>
4487,field,van,103,16,>
4488,keyboard,arrow,252,1,>
4489,mouth,flower,72,229,<
4490,pattern,shelf,29,74,<
4491,suit,wheel,143,32,>
4492,seat,armrest,112,32,>
4493,meal,meat,533,21,>
4494,bucket,skirt,20,87,<
4495,pillow,cat nose,267,2,>
4496,shoe,wood,139,647,<
4497,bike,light,2466,386,>
4498,bride,candle,136,4,>
4499,trash can,bus,18,230,<
4500,eyebrow,dog,4,280,<
4501,shoe,lawn,10,143,<
4502,shirt,napkin,1496,236,>
4503,tile,doorknob,109,3,>
4504,number,fence,85,1576,<
4505,spectator,umbrella,233,34,>
4506,fence,book,79,23,>
4507,mat,pillow,158,53,>
4508,trunk,zebra,92,389,<
4509,plate,house,42,109,<
4510,robe,shirt,173,72,>
4511,bench,eye,654,11,>
4512,donut,machinery,5,95,<
4513,plant,kite,95,227,<
4514,freezer,refrigerator,50,259,<
4515,shelf,paper,315,62,>
4516,flower,park,61,146,<
4517,stove,clock,317,19,>
4518,camera,bowl,201,50,>
4519,guy,tire,342,80,>
4520,herd,fence,309,73,>
4521,slope,fence,80,30,>
4522,infield,catcher,107,6,>
4523,stair,pair,182,50,>
4524,level,shirt,128,18,>
4525,goggle,hill,21,539,<
4526,orange,eye,657,45,>
4527,spot,cake,16,212,<
4528,pole,surfer,46,133,<
4529,bar,leaf,170,62,>
4530,tail,forest,9,220,<
4531,wing,plane,1386,8916,<
4532,straw,cat,23,83,<
4533,bean sprout,plate,11,97,<
4534,number,basket,13,141,<
4535,microwave,button,1507,46,>
4536,pole,tip,205,17,>
4537,lid,curtain,29,114,<
4538,scissors,roll,130,21,>
4539,crack,pizza,8,107,<
4540,crumb,sauce,17,86,<
4541,bag,dot,226,21,>
4542,plant,rose,130,52,>
4543,sofa,blanket,428,95,>
4544,sign,smoke,55,310,<
4545,branch,feather,529,103,>
4546,handle,toaster,24,139,<
4547,panel,bus,38,161,<
4548,pot,cabinet,155,852,<
4549,tree,valley,80,208,<
4550,house,beach,229,544,<
4551,bench,trash can,263,57,>
4552,paper,bar,24,82,<
4553,husk,elephant,27,162,<
4554,mirror,couch,171,972,<
4555,bottle,cabinet,58,1132,<
4556,banner,train,29,276,<
4557,cd,desk,17,107,<
4558,kid,hand,1346,206,>
4559,balcony,hand,92,27,>
4560,desk,bottom,107,33,>
4561,deer,leg,116,26,>
4562,awning,house,36,174,<
4563,luggage,hand,223,37,>
4564,dog,frisbee,14583,3124,>
4565,zipper,umbrella,5,164,<
4566,antelope,tree,43,276,<
4567,garbage,table,10,153,<
4568,letter,bench,62,1573,<
4569,horse grazing,field,15,91,<
4570,coke,pizza,13,100,<
4571,stopper,toilet,0,104,<
4572,plane,glass,305,84,>
4573,cord,blind,25,263,<
4574,shirt,stadium,40,141,<
4575,dog,string,383,146,>
4576,mountain,cow,3111,978,>
4577,lawn,door,173,10,>
4578,elephant task,elephant,10,398,<
4579,cross,bus,31,112,<
4580,dog,vase,181,56,>
4581,wood,watch,160,19,>
4582,cat,lettering,284,27,>
4583,shoe,umbrella,409,5427,<
4584,pebble,vase,7,110,<
4585,stain,tree,14,135,<
4586,sign,brace,101,19,>
4587,dessert,napkin,199,32,>
4588,building,jersey,84,21,>
4589,elephant,cow,219,36,>
4590,train,connector,99,2,>
4591,hat,day,22,552,<
4592,crop,horse,58,184,<
4593,rock,beak,479,4,>
4594,basket,pizza,32,252,<
4595,pillow,kid,47,353,<
4596,t-shirt,tattoo,167,10,>
4597,plant,walkway,33,137,<
4598,figure,cake,20,116,<
4599,buffalo,horn,103,10,>
4600,kite,sleeve,224,61,>
4601,belt,table,27,179,<
4602,noodle,glass,90,29,>
4603,horn,dog,0,117,<
4604,bike,leg,311,67,>
4605,tree,rein,93,16,>
4606,skier,day,11,435,<
4607,grape,napkin,16,178,<
4608,knob,pant,2,125,<
4609,hand,olive,111,28,>
4610,fence,clock,517,180,>
4611,broccoli,rim,102,26,>
4612,guy,paper,197,63,>
4613,dog,shoe,3807,504,>
4614,bolt,wire,8,162,<
4615,block,wheel,108,45,>
4616,bar,towel,73,198,<
4617,glass,rail,36,110,<
4618,watch,jean,63,732,<
4619,whisker,key,73,28,>
4620,broccoli,onion,767,242,>
4621,coat,bucket,85,25,>
4622,house,object,121,40,>
4623,ear,statue,8,336,<
4624,design,shirt,431,2502,<
4625,mail box,window,124,28,>
4626,beverage,sandwich,21,199,<
4627,helmet,dog,132,521,<
4628,sign,flyer,38,93,<
4629,fence,racquet,85,26,>
4630,tape,shirt,83,316,<
4631,dog,surfer,74,252,<
4632,base,bench,91,387,<
4633,beer,shirt,221,573,<
4634,pepper,lettuce,39,196,<
4635,apple,almond,98,5,>
4636,yard,dog,205,80,>
4637,fridge,vent,90,10,>
4638,counter,container,345,116,>
4639,jersey,dog,41,129,<
4640,zebra,mohawk,132,16,>
4641,pole,table,207,614,<
4642,beach,bottom,231,36,>
4643,screw,pair,4,352,<
4644,letter,light,860,2798,<
4645,sofa,desk,84,32,>
4646,tap,cat,20,232,<
4647,wave,skin,157,11,>
4648,tv,bench,29,90,<
4649,plate,grease,144,13,>
4650,fencing,post,108,17,>
4651,paper,lettuce,262,88,>
4652,plate,bench,54,328,<
4653,plate,fork,15293,3591,>
4654,bench,bracelet,266,23,>
4655,bulb,toilet,3,187,<
4656,building,pedestrian,528,135,>
4657,sock,goalie,12,107,<
4658,pair,tarp,25,176,<
4659,lip,shirt,51,784,<
4660,ottoman,pillow,543,158,>
4661,horse,jockey,2091,856,>
4662,bottle,wood,131,653,<
4663,fixture,rug,49,210,<
4664,stripe,runway,32,115,<
4665,logo,wire,24,241,<
4666,dress,hand,1255,313,>
4667,umbrella,t-shirt,584,163,>
4668,rock,goggle,124,10,>
4669,banner,umbrella,157,424,<
4670,sandwich,jar,276,53,>
4671,store,coat,81,31,>
4672,giraffe,knob,321,23,>
4673,kitchen,kettle,189,3,>
4674,shot,cat,102,5,>
4675,track,vest,117,17,>
4676,feather,animal,33,138,<
4677,number,cement,15,97,<
4678,bus,rubber,96,8,>
4679,planter,bench,85,281,<
4680,pen,phone,53,304,<
4681,tip,pole,17,205,<
4682,bag,pizza,141,738,<
4683,tile,backpack,94,239,<
4684,window,mouse,549,63,>
4685,gold,stripe,90,31,>
4686,court,racquet,117,22,>
4687,kitten,keyboard,171,36,>
4688,button,jacket,99,1899,<
4689,fender,bike,34,372,<
4690,wii,cord,187,34,>
4691,monitor,clock,200,20,>
4692,kid,bat,577,238,>
4693,shirt,carriage,31,348,<
4694,glass,kid,147,645,<
4695,light,cat,551,2513,<
4696,egg,mushroom,190,50,>
4697,stripe,cake,78,441,<
4698,tv,screen,476,200,>
4699,board,leaf,593,211,>
4700,pitcher,head,159,40,>
4701,dish,silverware,138,43,>
4702,sign,rim,128,34,>
4703,tennis,watch,241,5,>
4704,chain,nut,110,7,>
4705,park,wheel,139,8,>
4706,eye,key,20,87,<
4707,paper,office,1,123,<
4708,tree,arm rest,121,15,>
4709,door,deck,33,83,<
4710,swan,boat,74,263,<
4711,train,plaque,165,5,>
4712,jacket,decoration,105,25,>
4713,decoration,horse,12,129,<
4714,kite,chimney,140,23,>
4715,hotdog,sign,102,25,>
4716,arm,wave,287,3657,<
4717,umbrella,pocket,218,16,>
4718,trash,curb,26,74,<
4719,button,bow,17,84,<
4720,jean,label,99,5,>
4721,patch,bear,172,1179,<
4722,refrigerator,knife,172,4,>
4723,guy,wii remote,86,25,>
4724,snow,collar,145,16,>
4725,bear,letter,1215,100,>
4726,cream,spoon,67,170,<
4727,tire,rim,199,33,>
4728,flag,eye,129,18,>
4729,train,tire,409,16,>
4730,scarf,snow,179,706,<
4731,leg,sheet,53,138,<
4732,drain,towel,15,368,<
4733,chin,tie,44,320,<
4734,table cloth,fork,696,257,>
4735,window,sedan,74,764,<
4736,scissors,thread,166,30,>
4737,table,face,591,177,>
4738,kitchen,light,1125,86,>
4739,leaf,poster,34,88,<
4740,couple,suit,283,84,>
4741,towel,sponge,177,4,>
4742,spot,day,0,137,<
4743,portion,bread,42,98,<
4744,dish,spoon,913,283,>
4745,door,boot,143,44,>
4746,cone,track,5,96,<
4747,cup,pen,214,77,>
4748,chef,stack,183,17,>
4749,orange,necklace,82,32,>
4750,bow,dress,38,297,<
4751,button,bowl,74,528,<
4752,pan,button,133,12,>
4753,television,dresser,33,134,<
4754,racket,letter,803,86,>
4755,cow,milk,223,35,>
4756,number,banana,44,602,<
4757,wii,book,163,31,>
4758,clock,tv,38,513,<
4759,eyebrow,suit,1,153,<
4760,cigarette,umbrella,10,186,<
4761,computer,office,18,128,<
4762,couple,pant,636,134,>
4763,tie,rose,124,25,>
4764,chain,bolt,394,27,>
4765,sheep,shed,48,152,<
4766,blanket,ring,141,10,>
4767,container,broccoli,405,150,>
4768,decor,bird,5,113,<
4769,shoe,camera,145,435,<
4770,umbrella,graffiti,256,77,>
4771,crust,leaf,156,47,>
4772,ripple,seagull,53,163,<
4773,cord,wood,53,338,<
4774,dress,woman,382,66,>
4775,egg,cake,20,153,<
4776,box,drawer,90,311,<
4777,design,napkin,52,186,<
4778,knob,banana,7,94,<
4779,guy,tooth,111,17,>
4780,event,pant,99,15,>
4781,fur,car,27,150,<
4782,cockpit,jet,12,615,<
4783,box,apple,1000,407,>
4784,stripe,day time,1,117,<
4785,elephant,letter,265,20,>
4786,buckle,dog,0,503,<
4787,zebra,tuft,492,23,>
4788,bowl,portion,260,88,>
4789,blouse,ring,98,2,>
4790,box,cheese,267,67,>
4791,stripe,cow,100,477,<
4792,door,arrow,249,70,>
4793,light,cable,119,384,<
4794,tree,cup,541,122,>
4795,pant,neck,103,23,>
4796,couch,fan,312,31,>
4797,carpet,mattress,53,129,<
4798,drawer,speaker,120,35,>
4799,cap,blender,10,99,<
4800,printer,monitor,33,182,<
4801,toilet cleaner,toilet,1,123,<
4802,letter,day,8,244,<
4803,fork,window,86,223,<
4804,giraffe,skin,234,54,>
4805,door,pane,340,14,>
4806,plate,macaroni,314,127,>
4807,rain,window,309,81,>
4808,cat,paw,4549,377,>
4809,lamp,tree,226,1037,<
4810,tree,plate,754,229,>
4811,elephant,photograph,40,109,<
4812,scissor,pair,84,213,<
4813,plane,blade,199,20,>
4814,turkey,sandwich,18,156,<
4815,tire,curb,70,173,<
4816,sandwich,lettuce,3076,326,>
4817,couple,strap,97,7,>
4818,clock,marker,104,27,>
4819,fruit,surface,123,23,>
4820,portion,meal,3,110,<
4821,logo,blanket,0,108,<
4822,tire,wood,51,165,<
4823,pillow,cord,697,94,>
4824,scissors,finger,147,53,>
4825,handle,number,341,73,>
4826,uniform,tire,99,8,>
4827,wheel,forest,15,165,<
4828,curtain,book,1511,239,>
4829,condiment,shirt,17,148,<
4830,bread,onion,478,93,>
4831,shelf,toilet,292,909,<
4832,ripple,plant,46,127,<
4833,frame,design,137,48,>
4834,sneaker,sheep,12,92,<
4835,shirt,lady,224,67,>
4836,chain,wood,17,168,<
4837,lettering,boat,30,431,<
4838,paint,guy,23,115,<
4839,porch,house,52,356,<
4840,tv,glass,657,262,>
4841,wrinkle,orange,23,213,<
4842,stand,button,132,24,>
4843,fruit,scale,143,46,>
4844,pant,candle,139,27,>
4845,skier,bib,96,14,>
4846,court,shoe,1052,118,>
4847,basket,strawberry,89,12,>
4848,dish,mushroom,165,18,>
4849,vase,bud,258,16,>
4850,pizza,crust,5424,820,>
4851,cup,mustard,116,42,>
4852,flower,bike,121,685,<
4853,carrot,dog,16,166,<
4854,window,slide,11,123,<
4855,handle,couch,28,262,<
4856,vehicle,stop light,82,19,>
4857,pasta,tomato,99,10,>
4858,vegetation,leg,127,18,>
4859,tennis,light,179,25,>
4860,sneaker,fence,68,636,<
4861,towel,pant,83,230,<
4862,wave,photograph,25,125,<
4863,zebra,rock,10144,2468,>
4864,portrait,table,30,117,<
4865,label,knife,30,104,<
4866,leg,bull,69,279,<
4867,dog,foot,1178,291,>
4868,bike,pipe,260,65,>
4869,lettering,jet,9,96,<
4870,dog,rock,2697,892,>
4871,poster,blind,19,95,<
4872,toilet,weed,110,6,>
4873,blouse,hand,149,63,>
4874,gravel,number,723,30,>
4875,bus,plant,399,136,>
4876,cable,cat,44,596,<
4877,dot,building,11,120,<
4878,wrap,plate,44,144,<
4879,potato,dog,28,208,<
4880,jacket,shoulder,128,34,>
4881,step,cap,151,14,>
4882,bottle,boat,14,96,<
4883,horn,buffalo,10,103,<
4884,traffic,bicycle,79,26,>
4885,tail,dog,248,3405,<
4886,pizza,thumb,226,83,>
4887,bottom,giraffe,120,941,<
4888,telephone,comforter,0,135,<
4889,table,drawer,596,119,>
4890,event,shirt,361,37,>
4891,shoe,pink,38,115,<
4892,cabinet,decoration,99,18,>
4893,fork,bit,119,19,>
4894,letter,silhouette,4,100,<
4895,curb,tree,489,1153,<
4896,pan,spoon,300,83,>
4897,meal,broccoli,764,54,>
4898,mouth,leg,37,735,<
4899,vest,brick,125,46,>
4900,cooler,bottle,178,31,>
4901,machine,sign,340,121,>
4902,uniform,building,80,194,<
4903,sandwich,parsley,150,6,>
4904,mouth,hand,144,1053,<
4905,panda,fur,216,21,>
4906,paper,coat,31,194,<
4907,shirt,strawberry,131,32,>
4908,curtain,poster,288,37,>
4909,train,star,125,8,>
4910,ripple,bridge,68,524,<
4911,rhino,horn,117,8,>
4912,cat,latch,287,3,>
4913,dot,glass,44,169,<
4914,bear,fern,134,45,>
4915,window,motor bike,24,166,<
4916,lettering,letter,1713,303,>
4917,backpack,strap,554,31,>
4918,chicken,fork,319,98,>
4919,backpack,sheep,10,106,<
4920,glass,clothing,40,149,<
4921,flag,letter,1103,253,>
4922,stripe,beard,51,123,<
4923,bowl,toilet,81,656,<
4924,office,computer,128,18,>
4925,couple,arm,165,62,>
4926,cap,skateboarding,4,101,<
4927,kid,face,308,65,>
4928,kitchen,refrigerator,654,176,>
4929,leaf,crane,14,108,<
4930,dot,pant,17,143,<
4931,jacket,watch,461,31,>
4932,board,handle,882,120,>
4933,fruit,produce,53,189,<
4934,vase,sign,315,78,>
4935,arm,bat,62,336,<
4936,spectator,sneaker,185,36,>
4937,garbage,fence,11,130,<
4938,lawn,dog,465,104,>
4939,platter,cup,116,15,>
4940,soap,tile,53,277,<
4941,table,finger,593,71,>
4942,horse,horseback,261,691,<
4943,sweater,person,115,37,>
4944,label,paper,40,231,<
4945,telephone,cup,100,20,>
4946,horse,mask,137,39,>
4947,switch,stove,0,197,<
4948,knob,jean,2,131,<
4949,bird,park,20,109,<
4950,cow,belly,389,53,>
4951,pizza,pot,293,62,>
4952,chain,sheep,22,92,<
4953,lace,jean,3,166,<
4954,scissors,keyboard,3,102,<
4955,fence,helmet,2679,274,>
4956,shirt,helmet,7142,2200,>
4957,frame,rug,65,208,<
4958,clock,ball,267,114,>
4959,pile,lemon,170,14,>
4960,bottle,scarf,35,169,<
4961,banana,glove,337,86,>
4962,bark,branch,56,207,<
4963,weather,clock,101,13,>
4964,rose,table,174,427,<
4965,vest,sheep,30,100,<
4966,microwave,sweater,24,76,<
4967,curtain,toy,132,41,>
4968,bed,fabric,288,53,>
4969,train,rivet,118,2,>
4970,jean,sneaker,1091,150,>
4971,giraffe,bar,255,72,>
4972,wii,hand,489,118,>
4973,tile,stand,57,144,<
4974,outlet,stove,14,481,<
4975,tree,clothing,454,166,>
4976,refrigerator,tree,156,20,>
4977,mannequin,sign,214,90,>
4978,crowd,leg,90,14,>
4979,hand,couch,77,879,<
4980,cow,pillar,97,9,>
4981,park,flower,146,61,>
4982,hat,poster,82,200,<
4983,ear,tire,18,211,<
4984,toy,arm,223,84,>
4985,glass,pocket,153,59,>
4986,parsley,plate,73,220,<
4987,shirt,thumb,679,106,>
4988,onion,bowl,233,866,<
4989,chimney,house,23,1150,<
4990,phone,watch,596,62,>
4991,logo,couple,8,97,<
4992,hat,path,35,281,<
4993,hand,monkey,23,128,<
4994,clothing,bench,30,151,<
4995,symbol,cat,8,218,<
4996,coat,truck,105,372,<
4997,tree,number,6788,470,>
4998,footboard,bed,36,202,<
4999,purse,van,57,139,<
5000,beach,jacket,432,46,>
5001,mouth,head,96,1895,<
5002,silhouette,letter,100,4,>
5003,noodle,bean,44,151,<
5004,sticker,snow,53,229,<
5005,border,handle,87,15,>
5006,grill,letter,109,17,>
5007,zebra,marking,152,34,>
5008,bracelet,bride,6,103,<
5009,scarf,seat,28,85,<
5010,phone,battery,184,0,>
5011,bush,eye,780,27,>
5012,keyboard,office,5,169,<
5013,cycle,shirt,107,33,>
5014,ostrich,head,128,13,>
5015,wii,light,365,32,>
5016,paper,onion,303,88,>
5017,kid,shirt,5663,2008,>
5018,tree,mountain,3271,8465,<
5019,bed,spot,252,13,>
5020,surface,wheel,232,30,>
5021,tub,knob,229,1,>
5022,butter,plate,58,684,<
5023,bottle,faucet,118,285,<
5024,pot,knob,524,208,>
5025,cord,carpet,67,255,<
5026,head,mane,395,128,>
5027,ingredient,banana,39,105,<
5028,tree,duck,1051,276,>
5029,surface,spoon,36,86,<
5030,wood,boot,98,18,>
5031,boulder,spot,229,34,>
5032,backpack,handle,353,22,>
5033,number,bull,8,130,<
5034,dog,pipe,99,32,>
5035,speaker,mirror,17,108,<
5036,object,toilet,45,380,<
5037,door,hinge,608,12,>
5038,backpack,path,11,171,<
5039,cat,nostril,118,0,>
5040,mixture,bowl,30,90,<
5041,pair,refrigerator,23,143,<
5042,sticker,cover,11,96,<
5043,cow,mountain,978,3111,<
5044,pant,hand,3513,1011,>
5045,curtain,mug,87,15,>
5046,tube,letter,117,13,>
5047,day time,sign,403,2,>
5048,highway,car,491,47,>
5049,pole,barn,26,110,<
5050,toilet,garbage,533,72,>
5051,hat,elephant,454,4956,<
5052,carpet,logo,140,18,>
5053,tree,pattern,502,173,>
5054,orange,sticker,1623,63,>
5055,runway,door,176,7,>
5056,rope,bear,44,253,<
5057,pizza,meat,1765,339,>
5058,display,cake,131,16,>
5059,tree,shoe,6745,753,>
5060,shoe,bus,84,966,<
5061,toast,cup,179,35,>
5062,bus,rack,407,151,>
5063,crowd,umbrella,1352,295,>
5064,cleat,bat,24,181,<
5065,tree,purse,789,132,>
5066,vest,building,108,429,<
5067,calf,hoof,105,2,>
5068,nut,plate,76,354,<
5069,spot,branch,127,1007,<
5070,uniform,sign,373,62,>
5071,dress,watch,343,35,>
5072,desk,toy,79,24,>
5073,tree,life preserver,131,8,>
5074,light,monitor,128,450,<
5075,cat,petal,150,14,>
5076,napkin,wine,96,229,<
5077,necklace,bracelet,276,68,>
5078,dog,opening,95,30,>
5079,bath tub,sink,335,100,>
5080,kitchen,mug,108,3,>
5081,overpass,train,154,413,<
5082,fin,beach,6,174,<
5083,board,screw,141,1,>
5084,dish,spot,170,6,>
5085,star,boat,0,121,<
5086,field,foot,363,15,>
5087,bus,suv,495,99,>
5088,carriage,brick,118,50,>
5089,eye,tennis,4,264,<
5090,fence,ring,142,12,>
5091,tarmac,wheel,183,10,>
5092,tower,horse,61,166,<
5093,elephant,t-shirt,393,87,>
5094,knife,bulb,89,12,>
5095,bench,cat,3707,1123,>
5096,letter,truck,176,3049,<
5097,pant,bicycle,308,849,<
5098,window,kid,225,752,<
5099,hole,elephant,71,431,<
5100,leaf,shore,12,99,<
5101,box,tv,98,578,<
5102,giraffe,stripe,783,122,>
5103,box,snow,67,179,<
5104,sign,church,69,337,<
5105,strap,guy,10,233,<
5106,pastry,car,81,25,>
5107,day,clock,265,32,>
5108,beer,knife,93,35,>
5109,paper,cat,406,2302,<
5110,day,frisbee,238,26,>
5111,spot,field,13,720,<
5112,bear,bus,39,106,<
5113,ball,bleacher,68,223,<
5114,horse,buckle,239,0,>
5115,dress,finger,216,19,>
5116,cake,candy,441,36,>
5117,hand,beach,89,697,<
5118,giraffe,board,169,52,>
5119,handle,tire,53,282,<
5120,turkey,bowl,102,9,>
5121,sandwich,napkin,1635,301,>
5122,cat,hole,595,36,>
5123,counter,cord,122,24,>
5124,eyebrow,guy,0,142,<
5125,tongue,mouth,31,112,<
5126,jar,cat,42,340,<
5127,logo,microwave,1,176,<
5128,button,skirt,17,85,<
5129,fork,spatula,34,83,<
5130,pocket,shirt,152,1513,<
5131,light,entrance,51,178,<
5132,cat,eye,10069,351,>
5133,tip,pair,12,272,<
5134,surf board,surfing,43,168,<
5135,bridge,zebra,12,142,<
5136,pole,letter,5913,794,>
5137,number,crosswalk,9,98,<
5138,ear,doll,20,281,<
5139,shoe,weed,21,84,<
5140,ladder,train,75,708,<
5141,mattress,table,97,23,>
5142,walkway,coat,90,28,>
5143,icing,cup,45,108,<
5144,elephant,bubble,129,1,>
5145,umbrella,shutter,127,45,>
5146,gate,shoe,189,13,>
5147,cone,table,30,72,<
5148,candle,flame,321,40,>
5149,horse,police man,132,37,>
5150,fixture,train,28,165,<
5151,boat,landscape,29,85,<
5152,silverware,table,162,524,<
5153,rubber,bike,13,146,<
5154,backpack,bracelet,122,7,>
5155,plant,lock,112,3,>
5156,baby,toy,679,135,>
5157,bottle,microwave oven,11,118,<
5158,bag,bedspread,8,92,<
5159,passenger,bag,261,20,>
5160,beach,pebble,117,19,>
5161,lunch,glass,171,15,>
5162,globe,building,14,193,<
5163,ball,baby,23,94,<
5164,cake,pink,208,51,>
5165,leaf,phone,121,460,<
5166,button,strap,34,326,<
5167,kayak,paddle,169,42,>
5168,jacket,switch,132,1,>
5169,jacket,key,249,6,>
5170,snow,arrow,207,23,>
5171,train,seat,375,110,>
5172,logo,banner,31,210,<
5173,skate board,shoe,930,153,>
5174,clock,way,57,139,<
5175,plate,saucer,881,284,>
5176,family,zebra,147,39,>
5177,hat,donkey,4,104,<
5178,tree,mouth,1663,86,>
