,o1,o2,>,<,typical
4951,cow,mountain,978,3111,<
4952,paper,fruit,56,178,<
4953,handle,fixture,29,132,<
4954,helmet,ear,155,6,>
4955,bow tie,button,201,48,>
4956,patch,board,61,195,<
4957,desk,speaker,685,94,>
4958,figure,number,107,33,>
4959,coat,lamp,137,57,>
4960,forest,helmet,332,11,>
4961,brick,wire,145,384,<
4962,lamb,spot,126,7,>
4963,couch,foot,317,34,>
4964,sandwich,plastic,197,44,>
4965,dish,spot,170,6,>
4966,beach,handle,109,20,>
4967,yard,dog,205,80,>
4968,tree,sheep grazing,301,80,>
4969,dog,ornament,124,10,>
4970,cup,skirt,18,121,<
4971,faucet,tooth,9,99,<
4972,stove,pair,83,18,>
4973,giraffe,basket,745,249,>
4974,towel,guy,31,131,<
4975,bunch,leaf,1248,414,>
4976,t-shirt,bunch,38,119,<
4977,curtain,mug,87,15,>
4978,skirt,ring,139,5,>
4979,glove,pack,37,96,<
4980,balcony,shirt,504,184,>
4981,wire,gravel,337,118,>
4982,cabinet,towel,1369,311,>
4983,apple,finger,89,20,>
4984,monitor,sticker,129,6,>
4985,shirt,tea pot,84,21,>
4986,ear,crowd,9,153,<
4987,locomotive,leaf,126,7,>
4988,door,deck,33,83,<
4989,shoe,pant,1016,8675,<
4990,fence,button,172,10,>
4991,sheep nose,animal,3,139,<
4992,phone,tattoo,171,39,>
4993,key,paper,94,1099,<
4994,foot,zebra,82,812,<
4995,tree,t-shirt,1613,577,>
4996,crosswalk,letter,182,8,>
4997,elephant,dress,652,115,>
4998,microwave,sign,184,39,>
4999,umbrella,magazine,137,51,>
5000,stand,towel,182,43,>
5001,shelf,decoration,81,24,>
5002,corn,table,44,191,<
5003,eye,tail,67,781,<
5004,donut,wrinkle,103,1,>
5005,lettering,tie,43,110,<
5006,leaf,phone,121,460,<
5007,carpet,fur,120,51,>
5008,letter,arrow,527,1241,<
5009,silhouette,letter,100,4,>
5010,onion,napkin,85,264,<
5011,tooth,umbrella,13,94,<
5012,letter,car,811,6492,<
5013,car,stain,128,54,>
5014,pen,book,105,645,<
5015,lamp,window,1362,4251,<
5016,train,column,537,110,>
5017,purse,handle,223,29,>
5018,clothe,foot,85,28,>
5019,shirt,cameraman,32,78,<
5020,blanket,plate,158,67,>
5021,bed,vase,259,8,>
5022,bench,orange,502,178,>
5023,seat,railing,31,79,<
5024,shirt,chip,178,23,>
5025,walkway,pant,224,42,>
5026,ring,computer,5,107,<
5027,pair,luggage,59,290,<
5028,train,suv,183,15,>
5029,box,roll,107,16,>
5030,lighting,train,16,164,<
5031,wrap,plate,44,144,<
5032,mirror,surface,81,30,>
5033,sheep,foot,425,127,>
5034,saucer,dish,31,95,<
5035,eye,baby,90,1597,<
5036,night,window,129,9,>
5037,guy,tire,342,80,>
5038,mammal,zebra,101,28,>
5039,stove,lamp,95,23,>
5040,house,forest,22,208,<
5041,eye,tooth,148,445,<
5042,brick,number,1328,166,>
5043,tent,bus,63,151,<
5044,design,carpet,67,173,<
5045,pencil,desk,14,127,<
5046,cat,stack,948,399,>
5047,ramp,window,475,64,>
5048,deer,ear,133,14,>
5049,toilet,trash can,245,28,>
5050,rug,handle,496,19,>
5051,bowl,tip,281,4,>
5052,coat,truck,105,372,<
5053,sail boat,window,173,12,>
5054,bear,hill,86,221,<
5055,label,head,16,94,<
5056,light,park,35,123,<
5057,kid,bracelet,138,11,>
5058,cake,crumb,836,85,>
5059,cigarette,umbrella,10,186,<
5060,teddy,leaf,98,23,>
5061,mouse,drawer,8,244,<
5062,sign,bracket,465,49,>
5063,horse,carrot,129,20,>
5064,tattoo,phone,39,171,<
5065,carpet,book,698,281,>
5066,plane nose,stripe,30,116,<
5067,curtain,object,321,29,>
5068,book,bag,435,1129,<
5069,center,slice,29,116,<
5070,squash,pepper,76,31,>
5071,wheel,leg,137,471,<
5072,bridal,horse,68,421,<
5073,soup,noodle,153,16,>
5074,weather,pole,145,14,>
5075,tire,plate,100,41,>
5076,orange,hole,211,46,>
5077,handle,trunk,5,171,<
5078,microphone,screen,21,137,<
5079,plane,gold,96,40,>
5080,rug,outlet,267,2,>
5081,stair,shirt,1115,331,>
5082,hoof,sheep,24,536,<
5083,clock,weather,13,101,<
5084,shade,dog,85,215,<
5085,shirt,wrapper,100,23,>
5086,shirt,chocolate,215,76,>
5087,toilet,doorknob,235,2,>
5088,mouse,blind,12,227,<
5089,tail,bull,20,271,<
5090,scooter,wheel,829,52,>
5091,grape,bag,60,141,<
5092,pant,glass,2487,752,>
5093,necklace,skirt,12,166,<
5094,clock,fan,21,110,<
5095,helmet,path,16,145,<
5096,guitar,phone,101,13,>
5097,vehicle,window,4947,721,>
5098,lettuce,dish,59,194,<
5099,ring,bed,3,245,<
5100,number,ship,2,114,<
5101,shirt,carriage,31,348,<
5102,string,strap,34,83,<
5103,button,skirt,17,85,<
5104,mirror,dryer,101,16,>
5105,control,paper,33,98,<
5106,mast,mountain,24,96,<
5107,snow,tip,801,17,>
5108,gazelle,horn,207,6,>
5109,seat,strap,113,28,>
5110,lunch,fork,195,3,>
5111,belt,skirt,17,105,<
5112,onion,bowl,233,866,<
5113,face,arm,158,419,<
5114,ball,bicycle,33,112,<
5115,elephant,riverbank,84,21,>
5116,sneaker,arm,96,274,<
5117,dog,flower,3067,673,>
5118,clock,cat,142,503,<
5119,fixture,rug,49,210,<
5120,cat,rack,194,75,>
5121,whisker,blanket,36,313,<
5122,sweater,purse,311,92,>
5123,stack,handle,436,47,>
5124,cat,eye,10069,351,>
5125,court,racquet,117,22,>
5126,pier,post,116,20,>
5127,pair,statue,44,199,<
5128,bumper,building,65,192,<
5129,stubble,shirt,22,155,<
5130,skater,leaf,306,30,>
5131,ear,foliage,25,337,<
5132,frame,bus,24,132,<
5133,mouth,vase,9,258,<
5134,post,crosswalk,25,78,<
5135,field,rope,108,25,>
5136,block,door,84,196,<
5137,stand,button,132,24,>
5138,bud,plant,46,119,<
5139,tennis,pony tail,186,10,>
5140,number,rim,27,110,<
5141,tip,vegetable,6,114,<
5142,pizza,pot,293,62,>
5143,jean,controller,244,78,>
5144,leg,board,124,470,<
5145,onion,bunch,91,425,<
5146,stapler,wheel,124,9,>
5147,shirt,judge,30,72,<
5148,banana,ear,555,10,>
5149,field,van,103,16,>
5150,spot,hydrant,11,109,<
5151,noodle,plate,384,1168,<
5152,sign,brush,28,75,<
5153,dog,kitty,22,82,<
5154,curb,wheel,215,58,>
5155,bench,leaf,7274,1573,>
5156,dirt,foot,268,72,>
5157,horn,bunch,9,98,<
5158,statue,car,494,186,>
5159,cow,skin,267,49,>
5160,ring,cat,50,824,<
5161,handle,bear,44,243,<
5162,eye,pile,1,290,<
5163,ribbon,letter,217,53,>
5164,heel,dress,33,158,<
5165,light,ben,7,111,<
5166,donut,fork,213,86,>
5167,guy,foot,606,90,>
5168,window,sedan,74,764,<
5169,handle,dish,49,355,<
5170,table,wrist,160,4,>
5171,balcony,train,29,225,<
5172,stack,microwave,21,121,<
5173,horn,window,26,81,<
5174,post,curtain,21,82,<
5175,pie,dessert,23,120,<
5176,shelf,wire,135,49,>
5177,star,plate,11,344,<
5178,table,woman,242,69,>
5179,pair,shirt,3607,12487,<
5180,dozen,donut,158,18,>
5181,globe,building,14,193,<
5182,cow,arm,189,18,>
5183,bin,book,144,60,>
5184,window,wagon,21,234,<
5185,uniform,building,80,194,<
5186,giraffe,base,339,46,>
5187,surfer,wave crashing,65,214,<
5188,shirt,goal,39,153,<
5189,family,zebra,147,39,>
5190,surf board,person,151,15,>
5191,dog,yard,80,205,<
5192,divider,window,190,65,>
5193,trash,curb,26,74,<
5194,pizza,cellphone,149,0,>
5195,snow storm,snow,33,85,<
5196,tv,outlet,222,6,>
5197,plate,window,411,1351,<
5198,truck,cover,165,27,>
5199,cake,blueberry,95,5,>
5200,ball,horse,7,196,<
5201,bird,corn,122,29,>
5202,leaf,spot,1644,663,>
5203,neck,button,144,37,>
5204,cactus,bunch,18,100,<
5205,zebra,mouth,4204,182,>
5206,animal,bag,284,112,>
5207,menu,bottle,228,40,>
5208,television,plate,174,55,>
5209,trash can,sink,15,93,<
5210,camera,belt,147,31,>
5211,lace,pant,3,181,<
5212,bucket,object,79,22,>
5213,bed,blind,803,138,>
5214,spectator,umbrella,233,34,>
5215,tree,purse,789,132,>
5216,brick,baby,37,284,<
5217,ceiling,microwave,85,21,>
5218,sweater,bow,154,10,>
5219,skier,strap,232,7,>
5220,machine,letter,189,10,>
5221,grape,cup,33,152,<
5222,rose,cup,87,30,>
5223,logo,t-shirt,51,527,<
5224,fork,restaurant,17,208,<
5225,yak,horn,145,18,>
5226,watch,couple,3,176,<
5227,spot,bird,308,2327,<
5228,window,wrinkle,104,12,>
5229,letter,table cloth,15,138,<
5230,sugar,plate,221,898,<
5231,suit,wheel,143,32,>
5232,container,poster,31,86,<
5233,zebra,bridge,142,12,>
5234,sandal,fence,23,174,<
5235,stand,stripe,117,37,>
5236,bag,statue,83,201,<
5237,television,control,473,54,>
5238,tent,stripe,89,29,>
5239,kid,t-shirt,473,187,>
5240,truck,shingle,98,9,>
5241,cord,couch,12,383,<
5242,pant,emblem,110,7,>
5243,fern,bear,45,134,<
5244,ramp,board,217,47,>
5245,cup,dress,45,394,<
5246,pillow,couch,591,7797,<
5247,mouth,tree,86,1663,<
5248,sign,dock,26,84,<
5249,bottom,banana,159,913,<
5250,glass,robe,18,218,<
5251,tower,hand,718,40,>
5252,market,fruit,152,65,>
5253,cheek,dog,18,101,<
5254,kite,day,158,1074,<
5255,antenna,cat,24,145,<
5256,pile,number,170,22,>
5257,flag,letter,1103,253,>
5258,apple,number,200,14,>
5259,umbrella,key,106,6,>
5260,person,ear,122,24,>
5261,letter,eye glass,24,105,<
5262,mug,lamp,11,95,<
5263,board,screw,141,1,>
5264,drawer,wood,135,375,<
5265,restaurant,door,90,10,>
5266,moss,dog,38,374,<
5267,stroller,bench,40,133,<
5268,leg,statue,32,254,<
5269,jean,crowd,86,229,<
5270,coat,trash,130,47,>
5271,athlete,shoe,131,3,>
5272,meat,type,35,132,<
5273,shower,rug,81,23,>
5274,tower,train,153,889,<
5275,plant,drape,18,117,<
5276,bench,tail,238,18,>
5277,bar,leaf,170,62,>
5278,tie,carpet,59,168,<
5279,couch,cup,580,28,>
5280,train,symbol,267,12,>
5281,pant,beanie,289,63,>
5282,wing,bird,908,4941,<
5283,bottom,tan,57,135,<
5284,flower,robe,11,116,<
5285,suit,pen,126,9,>
5286,lettering,letter,1713,303,>
5287,pizza,crust,5424,820,>
5288,cup,table,1393,5109,<
5289,tennis,head band,286,5,>
5290,tile,backpack,94,239,<
5291,basket,building,64,287,<
5292,rope,animal,52,226,<
5293,dot,pant,17,143,<
5294,eye,desk,2,123,<
5295,spatula,handle,116,16,>
5296,number,decoration,43,264,<
5297,outlet,box,17,195,<
5298,pot,cake,16,86,<
5299,body,tent,88,13,>
5300,driveway,shutter,105,1,>
5301,board,wave,1553,4927,<
5302,crown,sign,32,92,<
5303,suite,ripple,128,7,>
5304,toe,pillow,7,161,<
5305,light,net,35,156,<
5306,belt,watch,87,14,>
5307,truck,bar,158,26,>
5308,stove,clock,317,19,>
5309,shelf,plate,379,121,>
5310,foam,foot,126,7,>
5311,cat,baby,101,248,<
5312,table,wristwatch,114,5,>
5313,snowsuit,goggle,104,9,>
5314,blender,bowl,284,62,>
5315,pot,car,50,163,<
5316,cabinet,handle,2386,109,>
5317,plane,tail end,182,8,>
5318,base,keyboard,52,162,<
5319,banana,plate,758,2430,<
5320,plant,crop,10,109,<
5321,beach,glass,171,23,>
5322,lighting,cabinet,27,104,<
5323,pattern,dog,296,803,<
5324,shirt,pond,35,92,<
5325,paper,suit,39,256,<
5326,suit,poster,170,28,>
5327,helmet,guy,235,1831,<
5328,knife,curtain,14,92,<
5329,umbrella,mask,140,59,>
5330,poster,ear,104,8,>
5331,dog,metal dog tag,165,0,>
5332,eye,alligator,1,99,<
5333,camera,face,221,92,>
5334,sink,fridge,21,284,<
5335,snack,banana,119,23,>
5336,cloth,horse,72,417,<
5337,wii,light,365,32,>
5338,outfit,stripe,149,21,>
5339,pumpkin,corn,81,34,>
5340,donut,center,744,138,>
5341,cat,clock,503,142,>
5342,poster,curtain,37,288,<
5343,girl,plate,31,77,<
5344,sugar,bread,12,113,<
5345,tomato,tip,77,24,>
5346,t-shirt,skater,60,166,<
5347,window,turret,29,76,<
5348,tire,curb,70,173,<
5349,banana,wrinkle,107,11,>
5350,plane,stripe,3701,534,>
5351,statue,vehicle,107,40,>
5352,keyboard,ear,109,14,>
5353,pile,donut,322,97,>
5354,pizza,dinner,38,133,<
5355,letter,t-shirt,46,704,<
5356,whisker,book,30,77,<
5357,handle,graffiti,8,156,<
5358,handle,blind,10,329,<
5359,sweater,umbrella,238,1005,<
5360,sticker,computer,4,277,<
5361,kid,face,308,65,>
5362,turf,shoe,139,25,>
5363,bus,gate,195,63,>
5364,cord,carpet,67,255,<
5365,soda,window,13,123,<
5366,ring,design,35,84,<
5367,curtain,decoration,151,38,>
5368,gravel,wheel,305,90,>
5369,refrigerator,car,133,9,>
5370,snow,phone,98,19,>
5371,button,neck,37,144,<
5372,bottle,beard,27,133,<
5373,shutter,umbrella,45,127,<
5374,hoodie,truck,29,79,<
5375,shirt,dispenser,98,15,>
5376,chain,jean,56,132,<
5377,ski,patch,135,50,>
5378,tan,hand,281,88,>
5379,ring,knife,45,308,<
5380,phone,crowd,38,218,<
5381,plate,sprig,202,17,>
5382,ice,plate,28,156,<
5383,logo,stack,10,104,<
5384,t-shirt,bike,50,242,<
5385,helmet,gate,14,212,<
5386,ripple,plant,46,127,<
5387,pillow,eyebrow,110,2,>
5388,surf board,surfing,43,168,<
5389,cellphone,dress,58,167,<
5390,toilet,step,82,31,>
5391,cushion,tv,84,198,<
5392,magazine,bench,13,132,<
5393,surfer,hat,269,30,>
5394,beer,hat,36,103,<
5395,coke,pizza,13,100,<
5396,photograph,dog,54,167,<
5397,kitchen,mug,108,3,>
5398,table,outlet,558,8,>
5399,office,computer,128,18,>
5400,sleeve,bat,41,144,<
5401,letter,rim,32,90,<
5402,drawer,object,89,31,>
5403,bandana,tree,22,125,<
5404,scissor,pair,84,213,<
5405,flower,case,46,109,<
5406,shirt,girl,817,294,>
5407,knob,toaster oven,4,232,<
5408,flame,window,13,126,<
5409,stand,base,134,33,>
5410,kayak,helmet,189,4,>
5411,train,bag,2139,183,>
5412,tooth,collar,25,103,<
5413,glove,orange,129,368,<
5414,spot,portion,32,99,<
5415,deer,spot,125,11,>
5416,cap,jean,186,968,<
5417,strap,giraffe,8,134,<
5418,pair,monitor,28,188,<
5419,handle,suit,17,154,<
5420,vegetable,letter,123,6,>
5421,exhaust,car,28,75,<
5422,window,rose,286,57,>
5423,sheep,object,197,16,>
5424,knob,pizza,16,345,<
5425,guy,t-shirt,1022,364,>
5426,plate,ice,156,28,>
5427,lamp,stair,16,111,<
5428,dress,gold,89,28,>
5429,bunch,head,521,183,>
5430,tshirt,tennis,2,116,<
5431,umbrella,tshirt,109,25,>
5432,orange,apron,45,181,<
5433,cabinet,decoration,99,18,>
5434,surf board,t-shirt,78,22,>
5435,pattern,pile,26,80,<
5436,bump,elephant,3,115,<
5437,plane,propeller,4735,671,>
5438,net,window,112,32,>
5439,belt,catcher,12,618,<
5440,bicycle,leaf,1223,246,>
5441,lampshade,lamp,146,520,<
5442,light,selfie,6,103,<
5443,label,paper,40,231,<
5444,cap,pant,447,2223,<
5445,sheep,pebble,126,1,>
5446,kite,leg,443,114,>
5447,kettle,knob,107,43,>
5448,rug,control,147,5,>
5449,bed,hand,738,59,>
5450,dot,pile,13,92,<
5451,bush,track,152,390,<
5452,skate board,brick,77,23,>
5453,poster,umbrella,78,216,<
5454,tree,entrance,387,125,>
5455,meal,basket,95,6,>
5456,ski,arm,332,69,>
5457,bagel,tomato,178,0,>
5458,key,flower,19,312,<
5459,sandwich,portion,208,11,>
5460,plastic,stripe,99,22,>
5461,shelf,toilet,292,909,<
5462,paint,elephant,50,227,<
5463,pant,boat,205,803,<
5464,mousepad,desk,25,124,<
5465,bottom,ring,100,34,>
5466,mirror,clock,661,118,>
5467,pipe,plane,7,107,<
5468,baby,pacifier,340,22,>
5469,board,napkin,154,18,>
5470,patch,umbrella,139,596,<
5471,shrub,truck,47,269,<
5472,microwave,sweater,24,76,<
5473,swimmer,wave,39,144,<
5474,bottle,coat,30,342,<
5475,vest,building,108,429,<
5476,cow,container,280,71,>
5477,tower,weather vane,93,13,>
5478,pole,barn,26,110,<
5479,leg,catcher,84,415,<
5480,napkin,hole,135,10,>
5481,connector,sign,17,94,<
5482,rug,cord,247,26,>
5483,jacket,sandal,183,23,>
5484,camera,toilet,31,102,<
5485,tusk,field,0,120,<
5486,person,eye,180,26,>
5487,soccer,orange,143,3,>
5488,blouse,ring,98,2,>
5489,produce,bag,113,37,>
5490,court,cap,307,31,>
5491,hat,elephant,454,4956,<
5492,spot,dog,366,3881,<
5493,patch,dress,22,79,<
5494,hole,knife,19,140,<
5495,tail end,tree,4,303,<
5496,fence,design,182,70,>
5497,vase,rug,62,602,<
5498,skateboarding,hat,296,5,>
5499,marker,tree,55,376,<
5500,label,letter,444,63,>
5501,dress,lamp,214,58,>
5502,purse,dress,103,705,<
5503,marker,cat,6,100,<
5504,bottom,blind,22,92,<
5505,portrait,sheep,5,107,<
5506,hand,robe,6,154,<
5507,cake,nut,227,6,>
5508,fridge,light,726,104,>
5509,tire,truck,605,7562,<
5510,hill,plant,307,86,>
5511,knife,bunch,32,120,<
5512,shirt,dial,128,9,>
5513,cat,wire,1080,257,>
5514,fruit,peach,312,124,>
5515,drawer,tv,135,358,<
5516,statue,leg,254,32,>
5517,skier,lift,31,101,<
5518,bottom,giraffe,120,941,<
5519,pen,cable,17,92,<
5520,wheel,aircraft,16,369,<
5521,arrow,balcony,15,89,<
5522,skillet,handle,95,8,>
5523,screen,cable,133,43,>
5524,shirt,mole,180,3,>
5525,toilet,spot,311,33,>
5526,park,letter,196,12,>
5527,batter,foot,192,10,>
5528,bench,streetlight,80,23,>
5529,plant,helmet,240,49,>
5530,lamp,phone,911,208,>
5531,ear,tire,18,211,<
5532,baby,horse,84,267,<
5533,skater,pair,305,129,>
5534,paper,pillow,88,425,<
5535,cup,house,9,131,<
5536,backpack,goggle,139,23,>
5537,center,table,191,520,<
5538,umbrella,pony tail,76,24,>
5539,box,beer,43,145,<
5540,folk,plate,14,90,<
5541,eye,ripple,1,236,<
5542,strap,elephant,56,438,<
5543,jersey,uniform,42,359,<
5544,sign,divider,37,175,<
5545,sock,elephant,6,121,<
5546,logo,pair,143,902,<
5547,bar,frame,33,82,<
5548,stem,sandwich,5,151,<
5549,keyboard,base,162,52,>
5550,bread,mushroom,162,31,>
5551,giraffe,hat,961,126,>
5552,stripe,gravel,82,239,<
5553,pole,crowd,73,308,<
5554,hill,portion,80,21,>
5555,boat,flower,905,114,>
5556,toilet,weed,110,6,>
5557,umbrella,wheel,695,109,>
5558,bed,pajamas,132,17,>
5559,rectangle,train,4,137,<
5560,poster,tree,136,406,<
5561,coat,book,305,85,>
5562,speck,table,14,104,<
5563,blind,candle,173,17,>
5564,husk,elephant,27,162,<
5565,pitcher,letter,322,32,>
5566,sandwich,phone,139,19,>
5567,scarf,ring,273,24,>
5568,camera,sandal,86,21,>
5569,bunch,pant,364,154,>
5570,surf board,design,241,22,>
5571,handle,number,341,73,>
5572,bush,home,30,113,<
5573,scarf,skier,23,339,<
5574,string,surfer,34,193,<
5575,plantation,banana,91,28,>
5576,truck,container,248,79,>
5577,mountain,number,532,24,>
5578,sun glass,umbrella,15,215,<
5579,truck,eye,128,6,>
5580,cab,flag,118,11,>
5581,toddler,stripe,89,27,>
5582,sandwich,sign,330,62,>
5583,grape,container,29,228,<
5584,hat,collar,339,50,>
5585,fan,sink,41,101,<
5586,bench,sneaker,753,96,>
5587,necklace,umbrella,44,571,<
5588,hand,elephant,97,1284,<
5589,tile,table,429,1701,<
5590,boat,cord,135,32,>
5591,mouse,toy,17,98,<
5592,cap,bolt,88,19,>
5593,lettering,bat,6,96,<
5594,icon,cellphone,2,114,<
5595,cheek,head,2,107,<
5596,pillar,flag,253,71,>
5597,building,bell,325,40,>
5598,book,wood,357,1158,<
5599,rope,cap,147,44,>
5600,wave,stomach,108,6,>
5601,hill,mane,104,4,>
5602,jacket,switch,132,1,>
5603,apple,fruit,1918,5560,<
5604,bottom,tree,896,2916,<
5605,chain,bear,76,429,<
5606,steeple,boat,15,86,<
5607,key,glass,85,539,<
5608,marker,board,5,117,<
5609,menu,napkin,158,61,>
5610,sandal,kid,23,200,<
5611,woman,horse,51,264,<
5612,camera,watch,267,32,>
5613,umbrella,tie,576,86,>
5614,plant,ring,109,31,>
5615,foot,seagull,17,86,<
5616,number,casing,3,130,<
5617,cape,bull,2,109,<
5618,horse,weather,5,95,<
5619,phone,battery,184,0,>
5620,shoe,weed,21,84,<
5621,shirt,icing,196,32,>
5622,park,bike,97,28,>
5623,fruit,cherry,123,32,>
5624,window,motor bike,24,166,<
5625,step,cap,151,14,>
5626,plant,container,277,90,>
5627,speaker,frame,22,94,<
5628,forest,rock,538,66,>
5629,vegetable,zucchini,120,32,>
5630,bread,onion,478,93,>
5631,train,gold,123,27,>
5632,truck,strap,88,20,>
5633,tomato,shirt,68,490,<
5634,vest,ear,363,15,>
5635,bunch,key,132,9,>
5636,sail boat,mast,92,32,>
5637,horse,tape,204,10,>
5638,eye,fish,1,170,<
5639,dog,bus,90,399,<
5640,tomato,umbrella,11,96,<
5641,table,tape,113,46,>
5642,bed,pillow,18999,1603,>
5643,microphone,stage,22,97,<
5644,surfer,day,26,472,<
5645,shirt,curb,201,479,<
5646,surfer,design,542,30,>
5647,chin,guy,4,98,<
5648,bed,sink,190,31,>
5649,fence,racquet,85,26,>
5650,elephant,herd,267,3249,<
5651,sink,hose,86,26,>
5652,scarf,bottle,169,35,>
5653,dog,cellphone,87,28,>
5654,helmet,chalk,8,99,<
5655,sock,referee,18,133,<
5656,hood,tire,72,29,>
5657,object,plane,46,431,<
5658,kitchen,jar,140,1,>
5659,stove,paper,151,21,>
5660,biscuit,table,31,73,<
5661,desk,letter,171,36,>
5662,watch,donut,27,146,<
5663,toilet,decoration,137,10,>
5664,jean,patch,179,55,>
5665,tower,hat,82,21,>
5666,stack,rack,21,94,<
5667,pad,phone,21,126,<
5668,number,bear,17,326,<
5669,leg,elephant,380,3098,<
5670,clothe,handle,98,16,>
5671,tile,chandelier,39,113,<
5672,bottle,bar,76,537,<
5673,court,shoe,1052,118,>
5674,badge,shirt,55,351,<
5675,tine,plate,12,223,<
5676,hat,baby,123,461,<
5677,luggage,hand,223,37,>
5678,pigeon,tree,49,270,<
5679,toilet cleaner,toilet,1,123,<
5680,purse,head,146,47,>
5681,dog,opening,95,30,>
5682,rock,zebra,2468,10144,<
5683,letter,toy,19,250,<
5684,book,collection,30,156,<
5685,wave,ear,733,17,>
5686,hotdog,bracelet,117,2,>
5687,jean,pack,155,52,>
5688,leaf,pane,118,3,>
5689,cup,watch,127,33,>
5690,hand,sticker,284,61,>
5691,tub,leaf,121,13,>
5692,spot,dirt,134,757,<
5693,canoe,rock,132,35,>
5694,pad,batter,6,99,<
5695,head,hill,27,467,<
5696,car,watch,199,27,>
5697,cage,eye,134,2,>
5698,ship,yacht,33,99,<
5699,board,umbrella,138,332,<
5700,jar,shelf,40,171,<
5701,foot,dog,291,1178,<
5702,bow,cake,24,296,<
5703,table,flag,377,70,>
5704,kitchen,jean,168,25,>
5705,apple,flower,414,171,>
5706,shutter,flower,258,100,>
5707,wheel,sheep,7,178,<
5708,towel,handle,1373,108,>
5709,cookie,flower,29,123,<
5710,tarmac,building,136,57,>
5711,jean,label,99,5,>
5712,tattoo,table,25,137,<
5713,sign,lawn,67,198,<
5714,banana,dot,825,14,>
5715,horse,buckle,239,0,>
5716,cow,something,91,24,>
5717,berry,bowl,13,169,<
5718,light,tennis,25,179,<
5719,spectator,tennis,190,734,<
5720,ceiling,drawer,79,24,>
5721,vase,opening,358,36,>
5722,vase,artifact,46,125,<
5723,hand,olive,111,28,>
5724,tree,van,3223,1172,>
5725,window,restaurant,77,281,<
5726,building,bracelet,135,7,>
5727,bike,clothe,101,37,>
5728,towel,stove,69,576,<
5729,plate,nut,354,76,>
5730,ring,building,35,214,<
5731,tv,couch,397,1937,<
5732,brick,tower,156,542,<
5733,t-shirt,bird,103,28,>
5734,dress,heel,158,33,>
5735,horse,stroller,126,33,>
5736,chest,dog,140,594,<
5737,bird,knob,102,4,>
5738,zebra,day time,4,169,<
5739,foot,teddy,59,263,<
5740,giraffe,silhouette,99,25,>
5741,frisbee,post,189,70,>
5742,arm,cow,18,189,<
5743,dish,stem,129,11,>
5744,couch,lamp,3356,324,>
5745,bowl,chef,41,269,<
5746,curtain,chest,164,53,>
5747,bowl,juice,202,68,>
5748,sandwich,jar,276,53,>
5749,box,sandwich,71,208,<
5750,candle,base,29,80,<
5751,ski,letter,696,19,>
5752,cushion,button,224,6,>
5753,slice,pizza,394,1933,<
5754,pole,tarp,54,213,<
5755,field,object,203,30,>
5756,broccoli,variety,1,102,<
5757,handle,poster,19,123,<
5758,design,animal,30,89,<
5759,lamp,table,1168,3323,<
5760,plane,truck,2170,465,>
5761,tree,rust,271,82,>
