,o1,o2,>,<,typical
12621,movie,shirt,6,104,<
12622,cake piece,slice,80,122,">,<"
12623,passion fruit,blood orange,113,45,>
12624,draft horse,pine leaf,162,1,>
12625,hand side,flip cellphone,27,77,<
12626,straw,table top,28,116,<
12627,restaurant window,fire hydrant,44,93,">,<"
12628,book,doll,37,77,">,<"
12629,hour hand,gold,33,134,<
12630,train station building,part,604,66,>
12631,bird wing,wing feather,225,15,>
12632,field front,dairy cow,273,258,">,<"
12633,row window,street clock,25,167,<
12634,row window,clock building,5,146,<
12635,rock bird,bench arm,12,96,<
12636,focus tree,weed,129,74,">,<"
12637,base ball glove,baseball,104,461,<
12638,computer monitor,blind,116,252,">,<"
12639,tv,tan,50,98,">,<"
12640,building clock,ben clock,156,122,">,<"
12641,tennis ball,sweater,37,82,">,<"
12642,sign letter,clock building,16,133,<
12643,track,track fence,117,54,">,<"
12644,train car,streetlight pole,8,125,<
12645,steak knife,pizza plate,74,424,<
12646,tent,dirt,51,72,">,<"
12647,tan,dog nose,117,17,>
12648,adult elephant,mother elephant,212,601,<
12649,book,spade,9,225,<
12650,top,tree trunk,94,176,">,<"
12651,onion pizza,night table,65,37,">,<"
12652,window view,curtain,44,59,">,<"
12653,sleeve,dress shirt,22,84,<
12654,sleeve,tennis shirt,37,114,<
12655,building window,train front,28,112,<
12656,window,police horse,6,144,<
12657,person leg,snowboard,19,380,<
12658,glass part,table plate,34,100,<
12659,fork,broccoli top,52,71,">,<"
12660,pick,pickup truck,55,59,">,<"
12661,body wetsuit,leg,157,11,>
12662,hotel room bed,rectangle mirror,101,0,>
12663,metal fence,brick building,63,95,">,<"
12664,leaf,face,36,96,<
12665,wave,rock building,133,47,>
12666,base ball glove,baseball uniform shirt,33,168,<
12667,locomotive,train engine headlight,107,0,>
12668,grass field zebra,mountain,252,431,">,<"
12669,apple computer,mac laptop,163,148,">,<"
12670,traffic light,airport building,42,80,">,<"
12671,grass elephant,pasture field,20,215,<
12672,newspaper,bunch banana,96,89,">,<"
12673,tree trunk,size tree,31,87,<
12674,pair,top,185,167,">,<"
12675,sign letter,apartment building,10,202,<
12676,apron,knife,88,19,>
12677,soup bowl,egg,117,28,>
12678,home plate umpire,base ball glove,114,3,>
12679,shade tree,street lamp,228,52,>
12680,train engine windshield,set,8,96,<
12681,traffic light,pant,121,107,">,<"
12682,pair,skateboard top,108,133,">,<"
12683,shadow,tuxedo cat,32,73,">,<"
12684,church,building front,122,28,>
12685,glass wine bottle,wine bottle,92,108,">,<"
12686,tooth,cell phone,23,160,<
12687,tennis,pine leaf,104,13,>
12688,guy,pant,221,101,">,<"
12689,iron fence,umbrella,91,21,>
12690,train engine headlight,amtrak train,5,394,<
12691,crystal vase,flower leaf,162,6,>
12692,ski slope,ski jacket,850,113,>
12693,hotel room bed,bed comforter,113,44,>
12694,paw,chair cat,7,342,<
12695,desk lamp,computer screen,36,118,<
12696,apple monitor,mac laptop,78,73,">,<"
12697,nike hat,t-shirt,47,137,<
12698,elephant leg,top,78,74,">,<"
12699,house,porch,107,14,>
12700,ear,portion,22,94,<
12701,building window,umbrella,74,293,<
12702,group,market umbrella,970,337,>
12703,water body,river rock,450,67,>
12704,tree,truck grill,114,27,>
12705,road side,motorcyclist,77,54,">,<"
12706,dog toy,toy dog,169,889,<
12707,bush tree,baseball cap,112,3,>
12708,tennis ball,letter,485,295,">,<"
12709,cake,hand,143,34,>
12710,track,train traffic light,247,16,>
12711,bikini top,surf board,4,105,<
12712,tennis shirt,nike sign,229,99,">,<"
12713,window pane,building clock,37,103,<
12714,horse,pine leaf,117,33,>
12715,decker bus,lettering,190,1,>
12716,ski trail,ski hat,124,3,>
12717,pedestrian,building front,44,74,">,<"
12718,baseball batting helmet,glove catcher,101,772,<
12719,necklace,tennis,1,276,<
12720,snow,amtrak train,97,218,">,<"
12721,part,dish food,1,174,<
12722,shirt,hazel eye,183,10,>
12723,rock,suit surfer,59,93,">,<"
12724,bus windshield,range top,90,45,">,<"
12725,animal ear,tree limb,11,148,<
12726,toilet paper roll,bathroom door,1,194,<
12727,giraffe leg,baby tree,27,362,<
12728,bottom,batter hand,40,75,">,<"
12729,giraffe mane,acacia tree,79,627,<
12730,airplane,stabilizer,192,5,>
12731,train smoke,train engine headlight,108,4,>
12732,dragon boat,life jacket,120,56,">,<"
12733,group,baseball player,341,119,>
12734,bag,group,43,345,<
12735,tennis cap,t-shirt,24,126,<
12736,case letter,baseball uniform pant,2,108,<
12737,tank top,flower,145,41,>
12738,suit,us flag,157,16,>
12739,piano,lamp,177,10,>
12740,lunch meat,broccoli top,54,56,">,<"
12741,apartment window,tower roof,7,102,<
12742,elephant skin,wrinkle,101,31,>
12743,stripe bullet train,platform number,111,1,>
12744,stool,pillow,42,58,">,<"
12745,car top,brick building,20,116,<
12746,streetlight,traffic signal,92,45,">,<"
12747,pair ski,ski boot,406,34,>
12748,freight train,grass patch,245,24,>
12749,rail,train window,114,10,>
12750,gravel,transit train,41,85,">,<"
12751,paper plate,straw,109,7,>
12752,backpack,mountain,35,196,<
12753,base ball player,batter glove,796,67,>
12754,baby,toothbrush,1127,404,>
12755,fork side,dinner plate,16,117,<
12756,trash bin,tile,102,73,">,<"
12757,street light,sedan,68,74,">,<"
12758,towel,tennis shirt,102,222,">,<"
12759,glass train window,platform,37,163,<
12760,airline plane,air canada plane,70,52,">,<"
12761,snowboard,tree,287,409,">,<"
12762,building front,mountain,70,134,">,<"
12763,tree,person leg,172,8,>
12764,tent,tent top,77,32,>
12765,skier,child ski,61,54,">,<"
12766,jean,downtown building,27,98,<
12767,delta airplane,jet wing,532,49,>
12768,ram,amber eye,136,0,>
12769,field front,cow head,184,44,>
12770,baseball uniform pant,chain link fence,44,190,<
12771,vest,panama hat,93,23,>
12772,orange,corn dog,122,47,>
12773,building window,sundress,16,91,<
12774,tennis ball,tennis racket,3529,10750,<
12775,evening sun,tree trunk,109,74,">,<"
12776,ski gear,ski jacket,91,13,>
12777,bush,bike helmet,98,23,>
12778,shirt,park bench,66,145,">,<"
12779,fork,straw,251,147,">,<"
12780,shadow,sun,50,62,">,<"
12781,air plane,propeller plane,105,58,">,<"
12782,pair,outfield fence,28,252,<
12783,ski track,child skier,75,32,>
12784,row window,focus tree,35,318,<
12785,lady arm,tennis player,20,165,<
12786,zebra,bush,791,936,">,<"
12787,pine tree,motorcycle,115,168,">,<"
12788,kitchen table,wood,171,142,">,<"
12789,twin size bed,bed blanket,310,66,>
12790,coffee cup,blind,10,110,<
12791,egg,bread knife,82,104,">,<"
12792,winter clothing,powder snow,270,280,">,<"
12793,sheep leg,wool sheep,9,238,<
12794,board surfer,skier foot,264,23,>
12795,skirt,flower,67,34,">,<"
12796,metal,pillow,89,49,">,<"
12797,sandwich plate,tea shirt,79,78,">,<"
12798,lid,soda cup,10,118,<
12799,paper plate,finger food,34,104,<
12800,kid umbrella,umbrella,62,45,">,<"
12801,baby,diaper,181,63,>
12802,apple usb keyboard,apple magic mouse,329,63,>
12803,pizza plate,slice pizza,120,93,">,<"
12804,pastry,cake,60,45,">,<"
12805,giraffe neck,vegetation,17,105,<
12806,apron,market sign,103,6,>
12807,sandwich meat,tomato,107,54,">,<"
12808,knee pad,part,83,45,">,<"
12809,hind paw,panda,13,116,<
12810,motorbike wheel,motorcycle seat,90,18,>
12811,ice,bear,114,130,">,<"
12812,tan,vase flower,67,39,">,<"
12813,bathroom mirror,lamp,154,3,>
12814,bunch banana,stovetop,148,3,>
12815,wii controller,pant,104,181,">,<"
12816,cement stone,skateboard,88,69,">,<"
12817,crane arm,powder snow,0,102,<
12818,lace umbrella,kite handle,114,0,>
12819,pizza plate,outlet plate,67,51,">,<"
12820,mountain,bunch,91,71,">,<"
12821,person skateboard,hat,384,39,>
12822,bathroom window,tissue box,119,2,>
12823,baby carrot,root vegetable,173,461,<
12824,double-decker bus,tree,123,39,>
12825,platform number,train front,15,380,<
12826,car,u-turn sign,174,38,>
12827,laptop mouse,coffee cup,39,73,">,<"
12828,lamp shade,dog,16,139,<
12829,dress,front,69,63,">,<"
12830,mama elephant,bamboo tree,90,61,">,<"
12831,window,pair,159,131,">,<"
12832,toilet brush,tile,49,266,<
12833,flower,summer day,2,126,<
12834,jacket,coat,289,367,">,<"
12835,fall tree,orange,108,42,>
12836,polo shirt,donut,69,31,">,<"
12837,wine glass,glass stem,226,17,>
12838,birthday cake,table cloth,91,49,">,<"
12839,track,iron leaf,145,8,>
12840,airplane wheel,plane wing,12,169,<
12841,lot,sausage pizza,54,83,">,<"
12842,cop car,transportation vehicle,16,88,<
12843,bus front,street car,264,216,">,<"
12844,guy,stack,121,13,>
12845,luggage,sweater,85,40,">,<"
12846,police patrol motorcycle,jean,136,18,>
12847,pair,kite string,44,137,<
12848,raincoat,town car,55,86,">,<"
12849,house boat,tree,36,75,">,<"
12850,tongue,sheep dog,6,127,<
12851,group,oak tree,93,91,">,<"
12852,bedspread,headboard,199,54,>
12853,cell phone,someone hand,217,444,">,<"
12854,row window,parking lot,9,172,<
12855,part,mattress,8,96,<
12856,horse,body part,218,6,>
12857,snow,tree,428,639,">,<"
12858,brick church building,tower clock,137,3,>
12859,scarf,shoe,160,66,>
12860,grass patch,head,126,103,">,<"
12861,weed,wood,59,103,">,<"
12862,skiing pole,downhill skier,42,148,<
12863,dress shirt,watch,286,29,>
12864,toy dog,dog eye,1759,22,>
12865,motorcycle,hat,367,34,>
12866,pedestrian light,street light,65,99,">,<"
12867,surfing wave,water surfer,186,70,>
12868,bed blanket,bed cover,68,89,">,<"
12869,ski pant,pine tree,246,721,<
12870,double-decker bus,row window,342,6,>
12871,room window,pillow,1128,232,>
12872,iron leaf,parking lot,22,103,<
12873,part,donut,7,119,<
12874,street post,stop sign,33,128,<
12875,surf,surf board,77,38,">,<"
12876,rail train,train passenger car,101,23,>
12877,baseball catcher,baseball player pant,331,125,>
12878,tree,decker bus,69,178,<
12879,house cat,tv,259,570,">,<"
12880,surfer arm,boogie board,19,145,<
12881,cowboy hat,police horse,64,406,<
12882,part,table umbrella,8,128,<
12883,metal,bus window,97,26,>
12884,egg,egg sandwich,26,179,<
12885,field front,honda motorcycle,2,99,<
12886,pillow,baby,355,696,">,<"
12887,group,computer part,97,3,>
12888,bedside table,bedside lamp,307,134,">,<"
12889,broccoli piece,broccoli dish,13,111,<
12890,dirt field,giraffe,108,46,>
12891,speed train,stripe bullet train,354,696,">,<"
12892,baby elephant,tree trunk,425,137,>
12893,boat,police boat,103,124,">,<"
12894,bus front,iron leaf,282,106,>
12895,pillar,elephant,47,119,<
12896,lady head,group,4,156,<
12897,hand side,clock tower,10,236,<
12898,parking stripe,building front,59,80,">,<"
12899,baseball cap,grass patch,35,99,<
12900,beach flying kite,kite,219,242,">,<"
12901,person skateboard,brick,70,56,">,<"
12902,ski coat,view,57,54,">,<"
12903,towel,cherry wood,66,177,<
12904,outfield fence,baseball pant,126,19,>
12905,tree,fighter jet,21,120,<
12906,screen television,video game,35,108,<
12907,cupcake,freezer part,118,2,>
12908,bay horse,beach,79,142,">,<"
12909,end table,book,226,40,>
12910,grass playing field,kid shirt,131,21,>
12911,wetsuit,ocean beach,162,639,<
12912,wii control,video game,18,158,<
12913,snowboard,mouth,137,0,>
12914,broccoli top,fruit pile,29,77,<
12915,home,tree,81,117,">,<"
12916,wicker basket,flower,78,23,>
12917,rain boot,umbrella,22,89,<
12918,tower window,clock face,130,238,">,<"
12919,pine tree,pant snowboarder,178,168,">,<"
12920,dirt,dirt mound,83,45,">,<"
12921,toy car,house cat,33,67,">,<"
12922,focus tree,fire house,68,76,">,<"
12923,utility building,shade tree,36,76,">,<"
12924,batter hand,person thumb,262,16,>
12925,ramp skateboarder,jean,408,102,>
12926,person arm,sleeve shirt,18,98,<
12927,front,laptop mouse,104,25,>
12928,frisbee,stripe pant,100,70,">,<"
12929,jean,air front,168,110,">,<"
12930,brick building,street sign,1076,280,>
12931,knife,jalapeno pepper,56,74,">,<"
12932,umbrella,kid umbrella,45,62,">,<"
12933,baseball uniform shirt,glove catcher,211,461,">,<"
12934,plane wing,airplane engine,160,23,>
12935,woman surfer,board surfer,74,62,">,<"
12936,metal letter,honda motorcycle,0,262,<
12937,willow tree,sheep,702,390,">,<"
12938,design,pillow,42,155,<
12939,frisbee,sea otter,0,106,<
12940,table top,glass part,262,51,>
12941,glass train window,graffiti,35,122,<
12942,tennis shoe,tennis court fence,32,218,<
12943,group,school building,47,63,">,<"
12944,shirt,amber eye,367,26,>
12945,sweater,kid umbrella,8,92,<
12946,race number,race horse,27,572,<
12947,traffic light,transportation vehicle,38,207,<
12948,soap dish,toilet,5,202,<
12949,phone,nose ring,93,7,>
12950,model plane,tail plane,67,79,">,<"
12951,dog,parking lot,43,60,">,<"
12952,street sign,globe street light,137,45,>
12953,railroad track,train wheel,106,11,>
12954,fighter plane,plane propeller,139,5,>
12955,swim shirt,sunglass,313,86,>
12956,town car,airport truck,56,155,<
12957,water elephant,tree branch,99,53,">,<"
12958,tile,shirt,86,215,<
12959,horse hoof,clydesdale horse,1,99,<
12960,toilet seat,door knob,109,4,>
12961,leg,pillow,53,100,">,<"
12962,banana,pepper,60,93,">,<"
12963,snowboard guy,ski,225,97,">,<"
12964,sweater,sweatshirt,346,332,">,<"
12965,cheese pizza slice,pizza cheese,201,64,>
12966,skate boarder,skateboard,203,124,">,<"
12967,home plate,batter box,6,120,<
12968,pier,beach,66,165,<
12969,bus door,bus passenger,69,41,">,<"
12970,sign letter,paint,101,322,<
12971,sugar,doughnut box,47,83,">,<"
12972,bus windshield wiper,bus,27,180,<
12973,street sign,triangle street sign,2310,1639,">,<"
12974,office building,part,111,7,>
12975,kitchen light,chef,28,78,<
12976,apartment building,snow,124,85,">,<"
12977,drinking spot,spinach pizza,0,113,<
12978,front,row window,117,30,>
12979,cake,table top,129,42,>
12980,clay tennis court,tennis,178,265,">,<"
12981,hand,front,93,284,<
12982,model train,iron leaf,116,13,>
12983,baby,couch arm,159,31,>
12984,giraffe nose,giraffe,32,962,<
12985,train track,focus tree,581,257,">,<"
12986,conifer tree,pine tree branch,63,56,">,<"
12987,rain umbrella,traffic light,342,56,>
12988,flower,paper flower,77,150,">,<"
12989,bread bowl,breakfast table,29,83,<
12990,mountain,amtrak train,104,101,">,<"
12991,mac laptop,webcam,167,3,>
12992,bathroom stall,tile,162,24,>
12993,train engine number,train window,10,101,<
12994,onion,broccoli head,55,155,<
12995,fork,deli meat,58,46,">,<"
12996,clydesdale horse,snow,90,78,">,<"
12997,park bench,park fence,40,95,<
12998,dirt patch,picnic bench,36,98,<
12999,top,motorcycle,55,335,<
13000,pair,baseball player,194,1591,<
13001,part,catcher hand,116,155,">,<"
13002,train,train engine headlight,377,9,>
13003,snowboarding helmet,snowboard,74,287,<
13004,baseball pant,baseball jersey,85,61,">,<"
13005,ear,hazel eye,503,138,>
13006,surfboard,driftwood,62,39,">,<"
13007,cell phone,computer table,45,72,">,<"
13008,beverage glass,pizza,22,134,<
13009,part,clothing,29,182,<
13010,velcro strap,pair,36,67,">,<"
13011,rabbit ear,teddy bear,7,102,<
13012,computer screen,keyboard,309,63,>
13013,focus tree,helmet,182,8,>
13014,train sign,passenger train,1,203,<
13015,boat reflection,ship,55,59,">,<"
13016,circus elephant,crowd,112,61,">,<"
13017,tail section,surfboard,467,275,">,<"
13018,grass patch,baby horse,96,398,<
13019,train track,engine train,394,475,">,<"
13020,water plane,propeller plane,81,138,">,<"
13021,shag rug,stack,114,5,>
13022,length mirror,couch,45,107,<
13023,dog,sidewalk woman,103,11,>
13024,horse pulling wagon,work horse,63,108,">,<"
13025,horse leg,pony,12,200,<
13026,person skiing,skier,71,41,">,<"
13027,skateboard,crosswalk stripe,142,44,>
13028,drainage hole,toilet,2,116,<
13029,crosswalk light,traffic light pole,31,78,<
13030,remote control,keyboard button,157,7,>
13031,air france plane,airport runway,106,64,">,<"
13032,peach,fruit,44,81,">,<"
13033,tail,cat ear,213,26,>
13034,teaspoon,place mat,4,107,<
13035,lamp,kitchen table,27,175,<
13036,downhill ski,pine tree,106,161,">,<"
13037,ball person,tennis shirt,42,192,<
13038,paint,traffic light,114,78,">,<"
13039,baseball player,cherry wood,102,15,>
13040,pair,hill,18,93,<
13041,rock,post,109,82,">,<"
13042,toilet,toilet cleaning brush,169,0,>
13043,pair,grass section,58,99,">,<"
13044,wood,bunch banana,110,161,">,<"
13045,baseball fan,glove catcher,192,137,">,<"
13046,cat food,cat,41,86,">,<"
13047,shade tree,oak tree,366,558,">,<"
13048,statue,sign letter,107,15,>
13049,adult elephant,elephant eye,1551,45,>
13050,soup spoon,napkin,41,79,">,<"
13051,street light,market umbrella,144,203,">,<"
13052,floor tile,toilet paper roll,126,6,>
13053,ski jacket,snow goggle,851,32,>
13054,decker city bus,bus window,365,65,>
13055,batter hand,cake,70,275,<
13056,breakfast food,tomato slice,180,0,>
13057,t-shirt,bike,30,116,<
13058,baseball team,home plate umpire,79,40,">,<"
13059,bike,city transit bus,22,122,<
13060,fog,powder snow,113,73,">,<"
13061,eyebrow,cat,5,105,<
13062,mountain,wood,133,43,>
13063,floor lamp,blanket,52,57,">,<"
13064,belt,base ball player,12,481,<
13065,wood,shoe,191,20,>
13066,mac laptop,finger,123,9,>
13067,street edge,bike,11,142,<
13068,iron leaf,fir hydrant,43,362,<
13069,navel orange,basil leaf,101,23,>
13070,gravel,metal train track,69,122,">,<"
13071,knickknack shelf,stack,86,17,>
13072,chrome motorcycle,license plate,148,1,>
13073,outfit,part,122,30,>
13074,grass patch,adult horse,21,238,<
13075,focus tree,powder snow,187,134,">,<"
13076,fish kite,face kite,87,117,">,<"
13077,pitcher,pizza slice,61,41,">,<"
13078,wine glass,bread bowl,140,90,">,<"
13079,toy cat,ribbon,113,28,>
13080,skier hand,ski top,47,76,">,<"
13081,neck giraffe,giraffe horn,1801,119,>
13082,traffic light sign,cop car,19,188,<
13083,crt monitor,mac laptop,49,137,<
13084,train front,pair,157,170,">,<"
13085,ground elephant,adult elephant,386,509,">,<"
13086,part,baseball fan,23,115,<
13087,brick building,lamp post,149,28,>
13088,top,age building,12,96,<
13089,baby tree,giraffe leg,362,27,>
13090,broccoli,placemat,56,45,">,<"
13091,flower,pole clock,41,105,<
13092,stand,tennis shirt,167,128,">,<"
13093,tree,person hand,94,25,>
13094,statue,umbrella,59,76,">,<"
13095,spaghetti strap shirt,polo shirt,87,158,">,<"
13096,kite handle,lace umbrella,0,114,<
13097,skateboard top,skateboard ramp,15,173,<
13098,rise apartment building,traffic light,304,67,>
13099,phone,cellphone,91,72,">,<"
13100,cat,cup,124,10,>
13101,life boat,dock,71,106,">,<"
13102,pant snowboarder,snowboarder,169,117,">,<"
13103,patch,head,27,88,<
13104,fish kite,sailboat,108,0,>
13105,jean dress,part,142,3,>
13106,ski pole,coat skiing,13,209,<
