,o1,o2,>,<,typical
8062,cleat,soccer shirt,26,112,<
8063,head,claw,140,11,>
8064,powder snow,ski racer,40,104,<
8065,train door,train window,629,267,>
8066,baseball cap,front,28,73,<
8067,platform edge,steam engine train,1,160,<
8068,kitchen,sweater,139,22,>
8069,camera,skateboard,55,147,<
8070,bicycle,bicycle pedal,327,1,>
8071,plate table,lunch meat,31,89,<
8072,fron tire,passenger vehicle,5,109,<
8073,gate,zebra,22,88,<
8074,guy,block letter,115,8,>
8075,part,house boat,2,124,<
8076,flag,polo shirt,26,86,<
8077,house cat,sofa,40,127,<
8078,stove front,controll button,104,11,>
8079,crayon,grape,182,54,>
8080,skiing pole,ski helmet,97,15,>
8081,rock building,fish kite,36,93,<
8082,lizard kite,part,867,83,>
8083,group,hillside,88,17,>
8084,plate food,root vegetable,98,29,>
8085,batter shirt,shoe,141,8,>
8086,hand,bench,13,136,<
8087,part,chimney top,34,92,<
8088,shampoo bottle,bathroom window,1,310,<
8089,person leg,water body,3,258,<
8090,propeller plane,airplane cockpit,111,4,>
8091,metal pole,downtown building,34,110,<
8092,rider,horse tail,103,32,>
8093,freezer part,pizza cheese,92,637,<
8094,adult zebra,piece,271,17,>
8095,market umbrella,christmas light,96,12,>
8096,air front,ski,63,160,<
8097,water plant,river rock,144,34,>
8098,clock tower,bush,181,17,>
8099,dairy cow,sign,109,3,>
8100,sheep head,baby sheep,46,436,<
8101,wall outlet,counter top,1,129,<
8102,freezer part,pizza board,10,104,<
8103,egg yolk,breakfast food,3,161,<
8104,camera,amber eye,140,4,>
8105,steam train,train side,92,15,>
8106,motorcycle,foot,157,11,>
8107,iron leaf,bus front,106,282,<
8108,glass cake plate,cheesecake,37,282,<
8109,tower clock,ben clock tower,69,1180,<
8110,bicycle wheel,speed bicycle,20,127,<
8111,street sign,apartment building,105,337,<
8112,mountain,top,182,29,>
8113,place mat,broccoli,78,23,>
8114,queen size bed,area carpet,102,11,>
8115,house cat,toilet side,80,24,>
8116,bush,fron tire,116,10,>
8117,animal ear,zebra belly,15,93,<
8118,car front,car headlight,105,24,>
8119,street light,train station building,71,402,<
8120,water body,bird eye,202,3,>
8121,passenger platform,passenger train,25,147,<
8122,bear,bottom,222,18,>
8123,bathroom towel,toilet,42,135,<
8124,elephant tusk,field,6,170,<
8125,baseball batting helmet,baseball fan,12,151,<
8126,water bird,park bench,25,93,<
8127,shirt,celebration cake,31,150,<
8128,luggage box,motorcycle,21,115,<
8129,alarm clock,bedside table lamp,1,153,<
8130,box kite,windsurfing kite,122,48,>
8131,motorcycle,balloon hat,90,38,>
8132,buildinga building,parking meter,125,49,>
8133,building front,building glass window,199,54,>
8134,collard shirt,glass part,206,20,>
8135,wine glass,dinner fork,314,68,>
8136,faucet,toilet tank,23,143,<
8137,ski coat,glove skier,47,165,<
8138,building window,train track,16,279,<
8139,ben tower,tower clock,109,30,>
8140,foothill,bush tree,262,94,>
8141,bottom,train door,91,37,>
8142,town car,boulder rock,90,21,>
8143,stripe,surfboard,24,498,<
8144,tennis shoe,court surface,8,118,<
8145,flower stem,flower bouquet,7,100,<
8146,pepper,fruit pile,41,131,<
8147,refrigerator,kitchen cabinet door,138,4,>
8148,dog body,toy dog,46,111,<
8149,baseball bat,baseball cleat,282,67,>
8150,desk,pile,88,15,>
8151,leg,catcher,19,121,<
8152,bunch,animal ear,109,13,>
8153,lawn,nike shirt,97,5,>
8154,zebra stripe,grass giraffe,24,132,<
8155,boot,bicycle,16,100,<
8156,person hand,surfboard,16,720,<
8157,baseball player,section,146,54,>
8158,taxi car,bus mirror,131,15,>
8159,group,suit jacket,198,28,>
8160,track,glass train window,374,42,>
8161,lab dog,collar,269,11,>
8162,guy head,dress shirt,57,151,<
8163,baseball shoe,bat,32,181,<
8164,baseball uniform shirt,catcher glove,167,37,>
8165,bunch,strawberry,90,35,>
8166,couch,lamp shade,414,19,>
8167,leather saddle,horse,26,226,<
8168,cat face,cat head,19,84,<
8169,part,roadway,8,112,<
8170,dog,weed,185,79,>
8171,onion,potato,105,262,<
8172,side,tennis shoe,112,31,>
8173,grass field,acacia tree,462,131,>
8174,vanilla cup cake,velvet cupcake,7,93,<
8175,pasta noodle,lunch plate,24,123,<
8176,tank top,tennis logo,89,15,>
8177,clothing,skateboard,24,84,<
8178,train car,line pole,94,33,>
8179,mac keyboard,computer wire,308,99,>
8180,train station building,building front,373,77,>
8181,oak tree,building front,172,68,>
8182,quilt,part,98,3,>
8183,baseball,shin guard,105,6,>
8184,hydrant,fir hydrant,90,17,>
8185,skiing glove,snow fence,24,185,<
8186,cowboy hat,mountain,13,97,<
8187,tree,zoo,31,80,<
8188,house cat,water container,129,33,>
8189,baby sheep,group,30,245,<
8190,snowboard track,skier,215,77,>
8191,ceiling,luggage,85,36,>
8192,rain umbrella,shopping bag,246,55,>
8193,double-decker bus,bus head light,457,22,>
8194,cake top,dessert plate,29,378,<
8195,backpack,book,110,32,>
8196,surfboard guy,leg,102,19,>
8197,pizza plate,plate table,124,36,>
8198,controll button,remote control,64,847,<
8199,chestnut horse,building window,121,2,>
8200,baby elephant trunk,ground elephant,54,316,<
8201,group,sale boat,148,41,>
8202,hat,bus,28,194,<
8203,bird eye,bush tree,1,104,<
8204,blender,power cord,240,14,>
8205,pair,snow coat,52,207,<
8206,banana,bicycle,26,83,<
8207,tree,car,1575,492,>
8208,cowboy hat,jean,85,279,<
8209,building window,billboard,10,101,<
8210,surfboard,tee shirt,161,11,>
8211,snowboard,ski glass,163,45,>
8212,napkin,mac laptop,1,104,<
8213,toilet,pipe,1113,76,>
8214,street bike,motorcycle seat,104,15,>
8215,iron leaf,batter shirt,21,91,<
8216,park sign,tree,30,72,<
8217,pizza hut box,sausage pizza,26,94,<
8218,desk top,computer speaker,154,30,>
8219,person arm,surf shirt,13,92,<
8220,motorcycle part,sport bike,5,173,<
8221,dog,kitchen floor tile,177,34,>
8222,frisbee,cap,210,63,>
8223,part,banana bunch,59,341,<
8224,boot,jean,87,365,<
8225,brick,window pane,123,50,>
8226,plane wing,nose cone,145,13,>
8227,shirt,baby elephant,26,142,<
8228,block letter,street sign,30,197,<
8229,onion piece,finger food,16,169,<
8230,passenger window,amtrak train,17,152,<
8231,dirt patch,bear,17,129,<
8232,cow foot,sheep,57,133,<
8233,mouth,jean,8,214,<
8234,bulb,toilet,3,109,<
8235,apple mouse,mouse button,108,0,>
8236,cruise ship,lighthouse,145,0,>
8237,tiger cat,cat tail,100,17,>
8238,bookshelf,lamp,168,47,>
8239,ski lift,ski coat,209,63,>
8240,car key,cell phone,23,80,<
8241,base ball field,baseball jersey,100,17,>
8242,glass bus window,stop sign,28,139,<
8243,tail pipe,motorcycle wheel,14,106,<
8244,woman arm,woman eye,101,3,>
8245,scarf,sweater,82,226,<
8246,surfer riding wave,guy head,113,0,>
8247,bottom,leafless tree,14,119,<
8248,bottle label,liquor bottle,27,133,<
8249,leafless tree,apartment window,326,3,>
8250,teddy,heart,131,34,>
8251,pole,dirt,75,203,<
8252,sedan,car tire,114,0,>
8253,computer monitor,formica table top,100,26,>
8254,part,figure,36,91,<
8255,tan,bus window,193,8,>
8256,group,lemon,94,39,>
8257,melting snow,house window,92,10,>
8258,dish food,sesame seed,97,38,>
8259,pair ski,ski hill,28,85,<
8260,crock pot,carrot,161,4,>
8261,couch arm,couch,68,394,<
8262,baseball cap,baseball uniform,32,747,<
8263,christmas tree,picture frame,119,3,>
8264,restaurant table,beverage glass,207,83,>
8265,subway train,hat,112,2,>
8266,sedan car,town car,91,36,>
8267,pair,snowboard guy,39,192,<
8268,zebras tail,fence,1,170,<
8269,beach,water edge,204,30,>
8270,edge,mountain,30,216,<
8271,computer keyboard,control key,337,4,>
8272,toilet paper dispenser,toilet seat,43,142,<
8273,table lamp,area rug,6,163,<
8274,chair cat,mirror image,81,28,>
8275,wave,size surfboard,61,254,<
8276,fighter jet,plane tail,449,17,>
8277,brick,t-shirt,45,160,<
8278,plate edge,food plate,10,175,<
8279,airport building,airport vehicle,169,56,>
8280,surfer arm,tail section,7,133,<
8281,bathroom sink drain,bathroom sink,0,114,<
8282,air front,downhill skier,32,85,<
8283,plane wing,plane tire,228,12,>
8284,leafless tree,fall leaf,90,17,>
8285,building front,city transit bus,25,81,<
8286,dress,motorcycle,21,99,<
8287,jean,glass window,286,52,>
8288,dress shirt,eye glass,151,7,>
8289,giraffe eye,focus tree,9,246,<
8290,ear,pine tree,5,103,<
8291,tree,roof car,184,77,>
8292,computer part,phone book,18,87,<
8293,tower top,bridge,25,358,<
8294,cow eye,mama sheep,0,199,<
8295,toilet paper roll,toilet tank,6,313,<
8296,glass cake plate,silk flower,135,25,>
8297,ear,woman head,8,227,<
8298,stripe,air france plane,40,109,<
8299,road side,headlight,196,9,>
8300,parchment paper,sausage pizza,21,81,<
8301,bathroom cabinet,toilet seat,88,14,>
8302,acacia tree,brush head,143,5,>
8303,pant guy,base ball hat,125,4,>
8304,part,tennis spectator,42,232,<
8305,spot,shade tree,11,105,<
8306,race horse,horse,94,36,>
8307,door car,jacket,87,19,>
8308,shirt,trash,119,41,>
8309,snow,office window,284,14,>
8310,phone wire,apartment window,221,17,>
8311,pant kid,ski boot,105,0,>
8312,delta airplane,air front,1208,75,>
8313,pillow,teddy,157,67,>
8314,glass window,downtown building,6,304,<
8315,tank top,purse,115,47,>
8316,adult giraffe,group,35,86,<
8317,street edge,suitcase,20,86,<
8318,soda,pizza slice,53,138,<
8319,luggage handle,luggage bag,41,199,<
8320,cross,church,22,324,<
8321,tree trunk,bird head,114,2,>
8322,bathroom toilet,soap,180,6,>
8323,tree giraffe,moss,91,9,>
8324,ketchup bottle,food plate,3,103,<
8325,belt,pant,30,343,<
8326,curbside,skateboarding shoe,75,30,>
8327,someone hand,gala apple,221,14,>
8328,fork,cupcake,31,89,<
8329,metal pole,house,32,90,<
8330,placemat,glass,93,10,>
8331,ski shoe,pair,113,307,<
8332,tennis racket,audience,71,212,<
8333,person hand,scissors,29,90,<
8334,sheep stand,sheep,106,30,>
8335,bush tree,train wheel,216,52,>
8336,city bench,bench seat,86,22,>
8337,head,zebra,440,2360,<
8338,ivory tusk,grass elephant,8,376,<
8339,mac laptop,coffee mug,633,9,>
8340,adult zebra,zebras nose,150,3,>
8341,freezer part,hotdog bun,30,257,<
8342,earring,jacket,9,128,<
8343,cake top,cake,102,735,<
8344,glass,pizza plate,201,979,<
8345,polythene paper,shift key,124,9,>
8346,ziplock bag,luggage,15,120,<
8347,table cloth,flower,317,57,>
8348,glass part,coffee table,41,168,<
8349,bar stool,sink bowl,115,2,>
8350,tile,sofa,21,146,<
8351,motorcycle boot,police motorcycle,2,111,<
8352,stereo speaker,leather couch,2,113,<
8353,jean,dozen donut,96,37,>
8354,passenger bus,bus sign,321,2,>
8355,bus sign,deck passenger bus,6,177,<
8356,flower,toy dog,19,146,<
8357,animal eye,hind paw,8,109,<
8358,skateboard wheel,cement,11,93,<
8359,candle,sausage pizza,4,125,<
8360,cow face,cow nose,95,11,>
8361,sunglass,bottom,46,115,<
8362,bathtub faucet,bathroom toilet,2,141,<
8363,herd,elephant tail,204,0,>
8364,stapler,computer keyboard,24,112,<
8365,race number,bull,8,105,<
8366,zebra,nostril,165,0,>
8367,tv,stereo speaker,895,53,>
8368,water bottle,spaghetti strap shirt,4,108,<
8369,bowl,onion piece,102,0,>
8370,toilet,garbage can,160,11,>
8371,spinach pizza,water glass,224,12,>
8372,plane wing,asphalt runway,15,112,<
8373,buildinga building,bus tire,128,2,>
8374,poodle dog,leaf,107,19,>
8375,neck giraffe,side,170,31,>
8376,amtrak train,train car window,238,10,>
8377,street clock,buildinga building,67,208,<
8378,advertising flag,taxi car,32,76,<
8379,rail train,storage building,97,20,>
8380,freezer section,pizza plate,11,108,<
8381,elephant tusk,trunk tree,56,488,<
8382,flower bush,bush tree,92,16,>
8383,house,flower,312,42,>
8384,brick clock tower,tower top,474,29,>
8385,steam engine train,slate rock,144,5,>
8386,barrier pole,train car,23,84,<
8387,pizza crumb,spinach pizza,1,133,<
8388,base ball player,home plate,900,88,>
8389,rail train,range top,87,24,>
8390,apple keyboard,computer monitor,32,134,<
8391,toilet top,toilet tank,30,88,<
8392,skiing glove,ski pant,209,1215,<
8393,skier,person arm,116,10,>
8394,tea glass,sandwich plate,45,173,<
8395,decker tour bus,bus head light,100,6,>
8396,curtain,nightstand,176,18,>
8397,landing wheel,air front,99,288,<
8398,sign letter,city clock,56,401,<
8399,dress suit,person head,109,5,>
8400,patch,jean,30,105,<
8401,screw,fire hydrant,3,165,<
8402,part,pickup truck,23,181,<
8403,part,finger food,36,298,<
8404,tv stand,couch,14,119,<
8405,cat chest,chair cat,21,90,<
8406,shot pole,focus tree,42,263,<
8407,cell phone,belt,137,39,>
8408,polo shirt,beard,293,59,>
8409,station sign,motorcycle,13,129,<
8410,bathtub,part,105,5,>
8411,kitchen,range hood,92,8,>
8412,propeller plane,propeller,698,165,>
8413,giraffe leg,giraffe fur,96,15,>
8414,grass field,elephant trunk,130,12,>
8415,nike shirt,town car,75,558,<
8416,adult elephant,elephant head,354,120,>
8417,skateboard,watch,283,28,>
8418,tile,toilet bowl,329,1042,<
8419,sauce cup,freezer part,82,18,>
8420,buildinga building,clock face,269,39,>
8421,mac laptop,computer tower,152,40,>
8422,grass giraffe,giraffe hoof,282,3,>
8423,grass elephant,grass field zebra,226,65,>
8424,mouth,face,31,232,<
8425,block letter,traffic light,27,83,<
8426,wing feather,beak,107,4,>
8427,ski slope,skiing goggle,135,6,>
8428,road side,top,159,44,>
8429,toiletry bottle,bathroom mirror,6,567,<
8430,swimsuit,surfer riding wave,18,94,<
8431,sandwich plate,pearl onion,100,13,>
8432,van,van door,85,20,>
8433,letter,rain umbrella,12,152,<
8434,fruit bowl,onion,90,21,>
8435,buildinga building,glass window,1491,28,>
8436,exhaust fan,couch,0,111,<
8437,broccoli floret,produce section,17,95,<
8438,pair,snow suit,18,170,<
8439,trolley,street car,84,24,>
8440,traffic sign,street lamp,32,85,<
8441,car top,car wheel,80,26,>
8442,ski mountain,sunglass,326,29,>
8443,pizza slice,group,37,94,<
8444,rubber wet suit,surfer riding wave,11,135,<
8445,bird chest,adult bird,41,417,<
8446,day,ocean beach,141,52,>
8447,focus tree,windshield wiper,174,11,>
8448,parking meter pole,bus window,169,30,>
8449,skate boarder,skateboarding shoe,104,11,>
8450,polo shirt,taxi van,8,93,<
8451,bathroom sink,sink faucet,286,4,>
8452,traffic light,u-turn sign,178,68,>
8453,animal face,grizzly bear,80,280,<
8454,frisbee player,batter shirt,165,32,>
8455,tree branch,edge,92,18,>
8456,table top,part,148,49,>
8457,airport truck,sideview mirror,79,32,>
8458,flower,house,42,312,<
8459,banana bunch,fruit stand,12,141,<
8460,vessel,table plate,20,145,<
8461,bread plate,sandwich bread,30,91,<
8462,vegetable,meat,57,152,<
8463,skiing helmet,child ski,78,488,<
8464,animal ear,boulder rock,61,677,<
8465,restaurant table,paper plate,90,34,>
8466,pine leaf,picnic bench,14,141,<
8467,trash bin,town car,18,86,<
8468,car reflection,glass part,96,23,>
8469,focus tree,steam engine train,33,188,<
8470,bus windshield,bus display,122,5,>
8471,tv,shift key,247,2,>
8472,stack,pizza box,33,128,<
8473,trunk tree,focus tree,123,44,>
8474,adult bird,bird reflection,81,31,>
8475,blanket,cat nose,324,6,>
8476,dress shirt,pant guy,34,87,<
8477,skateboard,part,2695,372,>
8478,air france plane,landing wheel,1047,46,>
8479,food,glass,249,83,>
8480,switch,room door,0,216,<
8481,dog,buckle,187,0,>
8482,skateboard,batter hand,226,57,>
8483,wave design,person skateboard,16,159,<
8484,amber liquid,glass,40,218,<
8485,stripe bullet train,lettering,177,5,>
8486,toilet handle,towel,15,191,<
8487,horse face,bay horse,29,184,<
8488,phone,shoe,101,17,>
8489,double-decker bus,building window,154,4,>
8490,passenger train,train crossing sign,135,0,>
8491,roller suitcase,equipment bag,84,33,>
8492,bamboo tree,elephant tusk,145,12,>
8493,pizza slice,stack,156,65,>
8494,sunglass,mac laptop,21,203,<
8495,baby,heart,109,13,>
8496,baby,tile,199,50,>
8497,spruce tree,bush,112,47,>
8498,apple piece,bird,33,100,<
8499,bathroom mirror,round mirror,151,62,>
8500,coffee table,lampshade,119,3,>
8501,restaurant window,glass,95,33,>
8502,rubber bicycle tire,speed bike,10,111,<
8503,metal,adult zebra,43,122,<
8504,downhill skier,ski pant,385,47,>
8505,jet wing,aeroplane,17,113,<
8506,spruce tree,person leg,95,12,>
8507,aircraft,show plane,30,73,<
8508,dish food,utensil,115,29,>
8509,metal fence,sheep dog,163,56,>
8510,building window,gate,20,128,<
8511,grass patch,giraffe eye,102,0,>
8512,stuff bear,brick,144,47,>
8513,train engine number,freight train,19,615,<
8514,ski lift tower,powder snow,58,140,<
8515,station wagon,building window,117,7,>
8516,transit bus,bus number,181,4,>
8517,bush tree,day,21,101,<
8518,toy cat,cat head,218,79,>
8519,speaker,laptop computer,8,148,<
8520,airport truck,view mirror,126,13,>
8521,dress shirt,glass part,384,48,>
8522,lemon tree,part,96,5,>
8523,crystal vase,flower,319,79,>
8524,clock hour hand,clock face number,390,112,>
8525,pine leaf,mountain,20,300,<
8526,polo shirt,bike,72,384,<
8527,block letter,navel orange,20,137,<
8528,dog tail,sheep,0,101,<
8529,frisbee,dog nose,545,24,>
8530,pizza box,pizza sauce,87,23,>
8531,canoe,fishing hat,112,7,>
8532,shape,part,158,24,>
8533,cat ear,kitty,18,191,<
8534,wool coat,shoe,130,4,>
8535,collard shirt,salad bowl,202,49,>
8536,jean,beach,48,161,<
8537,water bear,rock,1541,622,>
8538,duck eye,ripple,1,107,<
8539,cock pit window,glass window,171,53,>
8540,palm tree,bird,147,30,>
8541,zebra,herd animal,701,1951,<
8542,book,bedside table lamp,43,123,<
8543,lock,toilet,0,113,<
8544,freezer part,dishwasher,21,182,<
8545,glove catcher,baseball player number,668,73,>
8546,hotel building,town car,287,24,>
8547,wood coffee table,book,136,14,>
8548,boat,sheep,155,41,>
8549,part,batter shirt,75,434,<
8550,jacket,flip phone,112,20,>
8551,eyeglass,cell phone,142,340,<
8552,graffiti,dog,39,105,<
8553,landing gear door,airplane,5,188,<
8554,star,group,8,102,<
8555,powder snow,beanie,641,80,>
8556,skateboard,sunglass,1151,186,>
8557,part,baby elephant trunk,19,115,<
8558,person head,skateboard skater,6,94,<
8559,cow face,cow,290,1519,<
8560,edge,crowd,14,90,<
8561,antelope,giraffe spot,87,13,>
8562,leg,skateboard wheel,210,41,>
8563,motorcycle tire,bush tree,25,97,<
8564,book,bedspread,16,186,<
8565,bus,paint,193,26,>
8566,lettuce,salad bowl,38,204,<
8567,focus tree,bus entry door,80,22,>
8568,tennis skirt,tank top,80,252,<
8569,smoke stack,engine train,10,99,<
8570,side,grizzly bear,43,132,<
8571,boulder,mom elephant,52,143,<
8572,skiing helmet,ski mountain,56,627,<
8573,bus window,motor vehicle,1,160,<
8574,boot,rain umbrella,44,165,<
8575,object,dog,98,447,<
8576,school crossing sign,apartment window,99,2,>
8577,plane tail,water body,0,128,<
8578,toilet,toe,108,4,>
8579,tv set,couch,39,108,<
8580,baby,flip cellphone,96,14,>
8581,motorcycle,parking sign,146,13,>
8582,tomato chunk,pizza slice,7,94,<
8583,snow,utility building,89,32,>
8584,chair cat,toilet lid,199,59,>
8585,train passenger window,train,30,90,<
8586,guy,book,105,15,>
8587,tree branch,bird tail,202,8,>
8588,pine tree,person skateboard,84,24,>
8589,baseball jersey,baseball helmet,214,23,>
